raw_x,raw_y,sig_x,sig_y,,Value,Standard Error,t_Value,Prob_t,Dependency,,,,,,,,,,
0.028,1.65106,0.01,1.4115957818469,A1,1.41142386485866,0.0076076247477949,185.527534762775,0,0.396245602447808,,,,,,,,,,
0.03,1.6329,0.010024024024024,1.41159839024024,A2,1.64248631448958,0.00650173442095512,252.622793880328,0,0.330496815775721,,,,,,,,,,
0.032,1.63067,0.010048048048048,1.41160103817879,x0,0.0214824439349959,3.17054723607181E-4,67.7562651979658,1.19904086659517E-14,0.397216168055238,,,,,,,,,,
0.034,1.63737,0.0100720720720721,1.41160372626118,dx,0.00159418888014244,2.63815913911164E-4,6.04280786745586,1.24794020418095E-4,0.344405179143502,,,,,,,,,,
0.032,1.65413,0.0100960960960961,1.41160645509502,span,0.231062449630914,0.0105177196854009,,,,,,,,,,,,,
0.024,1.61753,0.0101201201201201,1.41160922529714,EC50,1.02171485288755,3.23939520281933E-4,,,,,,,,,,,,,
0.01,1.41442,0.0101441441441441,1.41161203749365,,,,,,,,,,,,,,,,
0.012,1.41414,0.0101681681681682,1.41161489232011,,,,,,,,,,,,,,,,
0.014,1.416096,0.0101921921921922,1.41161779042166,,,,,,,,,,,,,,,,
0.016,1.414978,0.0102162162162162,1.41162073245318,,,,,,,,,,,,,,,,
0.018,1.41889,0.0102402402402402,1.41162371907942,,,,,,,,,,,,,,,,
0.02,1.499633,0.0102642642642643,1.41162675097517,,,,,,,,,,,,,,,,
0.022,1.527571,0.0102882882882883,1.41162982882536,,,,,,,,,,,,,,,,
0.024,1.596301,0.0103123123123123,1.41163295332528,,,,,,,,,,,,,,,,
,,0.0103363363363363,1.41163612518068,,,,,,,,,,,,,,,,
,,0.0103603603603604,1.41163934510797,,,,,,,,,,,,,,,,
,,0.0103843843843844,1.41164261383433,,,,,,,,,,,,,,,,
,,0.0104084084084084,1.41164593209792,,,,,,,,,,,,,,,,
,,0.0104324324324324,1.41164930064801,,,,,,,,,,,,,,,,
,,0.0104564564564565,1.41165272024516,,,,,,,,,,,,,,,,
,,0.0104804804804805,1.41165619166139,,,,,,,,,,,,,,,,
,,0.0105045045045045,1.41165971568035,,,,,,,,,,,,,,,,
,,0.0105285285285285,1.41166329309749,,,,,,,,,,,,,,,,
,,0.0105525525525526,1.41166692472024,,,,,,,,,,,,,,,,
,,0.0105765765765766,1.41167061136818,,,,,,,,,,,,,,,,
,,0.0106006006006006,1.41167435387324,,,,,,,,,,,,,,,,
,,0.0106246246246246,1.41167815307986,,,,,,,,,,,,,,,,
,,0.0106486486486486,1.41168200984521,,,,,,,,,,,,,,,,
,,0.0106726726726727,1.41168592503934,,,,,,,,,,,,,,,,
,,0.0106966966966967,1.4116898995454,,,,,,,,,,,,,,,,
,,0.0107207207207207,1.41169393425981,,,,,,,,,,,,,,,,
,,0.0107447447447447,1.41169803009251,,,,,,,,,,,,,,,,
,,0.0107687687687688,1.41170218796709,,,,,,,,,,,,,,,,
,,0.0107927927927928,1.41170640882105,,,,,,,,,,,,,,,,
,,0.0108168168168168,1.41171069360598,,,,,,,,,,,,,,,,
,,0.0108408408408408,1.41171504328777,,,,,,,,,,,,,,,,
,,0.0108648648648649,1.41171945884685,,,,,,,,,,,,,,,,
,,0.0108888888888889,1.41172394127835,,,,,,,,,,,,,,,,
,,0.0109129129129129,1.41172849159239,,,,,,,,,,,,,,,,
,,0.0109369369369369,1.41173311081425,,,,,,,,,,,,,,,,
,,0.010960960960961,1.41173779998461,,,,,,,,,,,,,,,,
,,0.010984984984985,1.41174256015977,,,,,,,,,,,,,,,,
,,0.011009009009009,1.41174739241192,,,,,,,,,,,,,,,,
,,0.011033033033033,1.41175229782933,,,,,,,,,,,,,,,,
,,0.0110570570570571,1.41175727751661,,,,,,,,,,,,,,,,
,,0.0110810810810811,1.41176233259495,,,,,,,,,,,,,,,,
,,0.0111051051051051,1.41176746420236,,,,,,,,,,,,,,,,
,,0.0111291291291291,1.41177267349394,,,,,,,,,,,,,,,,
,,0.0111531531531532,1.41177796164211,,,,,,,,,,,,,,,,
,,0.0111771771771772,1.41178332983686,,,,,,,,,,,,,,,,
,,0.0112012012012012,1.41178877928605,,,,,,,,,,,,,,,,
,,0.0112252252252252,1.41179431121562,,,,,,,,,,,,,,,,
,,0.0112492492492492,1.41179992686992,,,,,,,,,,,,,,,,
,,0.0112732732732733,1.41180562751193,,,,,,,,,,,,,,,,
,,0.0112972972972973,1.41181141442355,,,,,,,,,,,,,,,,
,,0.0113213213213213,1.4118172889059,,,,,,,,,,,,,,,,
,,0.0113453453453453,1.41182325227957,,,,,,,,,,,,,,,,
,,0.0113693693693694,1.41182930588493,,,,,,,,,,,,,,,,
,,0.0113933933933934,1.41183545108244,,,,,,,,,,,,,,,,
,,0.0114174174174174,1.41184168925289,,,,,,,,,,,,,,,,
,,0.0114414414414414,1.41184802179774,,,,,,,,,,,,,,,,
,,0.0114654654654655,1.41185445013945,,,,,,,,,,,,,,,,
,,0.0114894894894895,1.41186097572173,,,,,,,,,,,,,,,,
,,0.0115135135135135,1.41186760000987,,,,,,,,,,,,,,,,
,,0.0115375375375375,1.41187432449109,,,,,,,,,,,,,,,,
,,0.0115615615615616,1.41188115067484,,,,,,,,,,,,,,,,
