raw_x,raw_y,sig_x,sig_y,,Value,Standard Error,t_Value,Prob_t,Dependency,,,,,,,,,,
-0.008,1.58987,-0.034,1.45885614023739,A1,1.4588465679147,0.00437893661636154,333.150875594736,0,0.231897416869035,,,,,,,,,,
-0.01,1.58596,-0.033973973973974,1.45885638680073,A2,1.58389559486083,0.00425738410578481,372.034929314619,0,0.192008434603496,,,,,,,,,,
-0.012,1.58736,-0.0339479479479479,1.45885663971453,x0,-0.0243017951472728,4.20284081570288E-4,-57.8223068941255,0,0.345679838690663,,,,,,,,,,
-0.014,1.5882,-0.0339219219219219,1.45885689914231,dx,0.00102328630206654,4.57709296581047E-4,2.23566859950232,0.0435436882104443,0.414082211173581,,,,,,,,,,
-0.016,1.58736,-0.0338958958958959,1.45885716525182,span,0.125049026946135,0.0064554810636643,,,,,,,,,,,,,
-0.018,1.58205,-0.0338698698698699,1.45885743821513,EC50,0.975991115924083,4.10193529703971E-4,,,,,,,,,,,,,
-0.02,1.57032,-0.0338438438438438,1.45885771820872,,,,,,,,,,,,,,,,
-0.022,1.56138,-0.0338178178178178,1.45885800541364,,,,,,,,,,,,,,,,
-0.024,1.53763,-0.0337917917917918,1.45885830001558,,,,,,,,,,,,,,,,
-0.028,1.44627,-0.0337657657657658,1.45885860220501,,,,,,,,,,,,,,,,
-0.03,1.4513,-0.0337397397397397,1.45885891217731,,,,,,,,,,,,,,,,
-0.034,1.44962,-0.0337137137137137,1.45885923013289,,,,,,,,,,,,,,,,
-0.028,1.45102,-0.0336876876876877,1.45885955627731,,,,,,,,,,,,,,,,
-0.03,1.475327,-0.0336616616616617,1.45885989082144,,,,,,,,,,,,,,,,
-0.031,1.457446,-0.0336356356356356,1.45886023398155,,,,,,,,,,,,,,,,
-0.032,1.471136,-0.0336096096096096,1.4588605859795,,,,,,,,,,,,,,,,
-0.033,1.47393,-0.0335835835835836,1.45886094704284,,,,,,,,,,,,,,,,
,,-0.0335575575575576,1.458861317405,,,,,,,,,,,,,,,,
,,-0.0335315315315315,1.45886169730539,,,,,,,,,,,,,,,,
,,-0.0335055055055055,1.45886208698961,,,,,,,,,,,,,,,,
,,-0.0334794794794795,1.45886248670955,,,,,,,,,,,,,,,,
,,-0.0334534534534535,1.45886289672361,,,,,,,,,,,,,,,,
,,-0.0334274274274274,1.45886331729682,,,,,,,,,,,,,,,,
,,-0.0334014014014014,1.45886374870105,,,,,,,,,,,,,,,,
,,-0.0333753753753754,1.45886419121514,,,,,,,,,,,,,,,,
,,-0.0333493493493493,1.45886464512512,,,,,,,,,,,,,,,,
,,-0.0333233233233233,1.45886511072439,,,,,,,,,,,,,,,,
