raw_x,raw_y,positive,sig_x,sig_y,,Value,Standard Error,t_Value,Prob_t,Dependency,,,,,,
-0.012,-1.350395,1.350395,-0.032,1.23060983155809,A1,1.22614054037879,0.00701495969445032,174.789392068613,1.33226762955019E-15,0.846898140242145,,,,,,
-0.014,-1.347042,1.347042,-0.03197997997998,1.23064143994605,A2,1.35399767601923,0.00542287358447716,249.682692197549,0,0.751678706227576,,,,,,
-0.016,-1.346484,1.346484,-0.03195995995996,1.2306732636675,x0,-0.0229047693184857,4.85407420141194E-4,-47.1866897127845,4.49835724225522E-11,0.726718119904176,,,,,,
-0.018,-1.341734,1.341734,-0.0319399399399399,1.23070530407291,dx,0.00274109371810886,4.95160074797577E-4,5.53577288966488,5.50084204435031E-4,0.809042372143548,,,,,,
-0.02,-1.316589,1.316589,-0.0319199199199199,1.23073756251956,span,0.12785713564044,0.0107042907515404,,,,,,,,,
-0.022,-1.298708,1.298708,-0.0318998998998999,1.23077004037159,EC50,0.977355553577105,4.74415632125795E-4,,,,,,,,,
-0.024,-1.27524,1.27524,-0.0318798798798799,1.23080273899993,,,,,,,,,,,,
-0.028,-1.238082,1.238082,-0.0318598598598599,1.2308356597824,,,,,,,,,,,,
-0.032,-1.233612,1.233612,-0.0318398398398398,1.23086880410364,,,,,,,,,,,,
-0.03,-1.234035,1.234035,-0.0318198198198198,1.23090217335516,,,,,,,,,,,,
-0.028,-1.23892,1.23892,-0.0317997997997998,1.23093576893535,,,,,,,,,,,,
-0.026,-1.269094,1.269094,-0.0317797797797798,1.23096959224948,,,,,,,,,,,,
--,--,--,-0.0317597597597598,1.2310036447097,,,,,,,,,,,,
--,--,--,-0.0317397397397397,1.23103792773504,,,,,,,,,,,,
--,--,--,-0.0317197197197197,1.23107244275146,,,,,,,,,,,,
--,--,--,-0.0316996996996997,1.23110719119179,,,,,,,,,,,,
--,--,--,-0.0316796796796797,1.23114217449579,,,,,,,,,,,,
--,--,--,-0.0316596596596597,1.23117739411013,,,,,,,,,,,,
--,--,--,-0.0316396396396396,1.23121285148841,,,,,,,,,,,,
--,--,--,-0.0316196196196196,1.23124854809113,,,,,,,,,,,,
--,--,--,-0.0315995995995996,1.23128448538575,,,,,,,,,,,,
--,--,--,-0.0315795795795796,1.23132066484663,,,,,,,,,,,,
--,--,--,-0.0315595595595596,1.23135708795507,,,,,,,,,,,,
--,--,--,-0.0315395395395395,1.23139375619932,,,,,,,,,,,,
--,--,--,-0.0315195195195195,1.23143067107454,,,,,,,,,,,,
--,--,--,-0.0314994994994995,1.23146783408285,,,,,,,,,,,,
--,--,--,-0.0314794794794795,1.23150524673328,,,,,,,,,,,,
--,--,--,-0.0314594594594595,1.23154291054183,,,,,,,,,,,,
--,--,--,-0.0314394394394394,1.2315808270314,,,,,,,,,,,,
--,--,--,-0.0314194194194194,1.23161899773185,,,,,,,,,,,,
--,--,--,-0.0313993993993994,1.23165742417995,,,,,,,,,,,,
--,--,--,-0.0313793793793794,1.23169610791942,,,,,,,,,,,,
--,--,--,-0.0313593593593594,1.23173505050088,,,,,,,,,,,,
--,--,--,-0.0313393393393393,1.23177425348189,,,,,,,,,,,,
--,--,--,-0.0313193193193193,1.23181371842693,,,,,,,,,,,,
--,--,--,-0.0312992992992993,1.23185344690736,,,,,,,,,,,,
--,--,--,-0.0312792792792793,1.23189344050148,,,,,,,,,,,,
--,--,--,-0.0312592592592593,1.23193370079447,,,,,,,,,,,,
--,--,--,-0.0312392392392392,1.23197422937841,,,,,,,,,,,,
--,--,--,-0.0312192192192192,1.23201502785224,,,,,,,,,,,,
--,--,--,-0.0311991991991992,1.23205609782181,,,,,,,,,,,,
--,--,--,-0.0311791791791792,1.2320974408998,,,,,,,,,,,,
--,--,--,-0.0311591591591592,1.23213905870576,,,,,,,,,,,,
--,--,--,-0.0311391391391391,1.23218095286609,,,,,,,,,,,,
--,--,--,-0.0311191191191191,1.23222312501401,,,,,,,,,,,,
--,--,--,-0.0310990990990991,1.23226557678956,,,,,,,,,,,,
--,--,--,-0.0310790790790791,1.2323083098396,,,,,,,,,,,,
--,--,--,-0.0310590590590591,1.23235132581775,,,,,,,,,,,,
--,--,--,-0.031039039039039,1.23239462638445,,,,,,,,,,,,
--,--,--,-0.031019019019019,1.23243821320686,,,,,,,,,,,,
--,--,--,-0.030998998998999,1.23248208795891,,,,,,,,,,,,
--,--,--,-0.030978978978979,1.23252625232126,,,,,,,,,,,,
--,--,--,-0.030958958958959,1.23257070798126,,,,,,,,,,,,
--,--,--,-0.0309389389389389,1.23261545663297,,,,,,,,,,,,
--,--,--,-0.0309189189189189,1.23266049997712,,,,,,,,,,,,
--,--,--,-0.0308988988988989,1.23270583972107,,,,,,,,,,,,
--,--,--,-0.0308788788788789,1.23275147757883,,,,,,,,,,,,
--,--,--,-0.0308588588588589,1.232797415271,,,,,,,,,,,,
--,--,--,-0.0308388388388388,1.2328436545248,,,,,,,,,,,,
--,--,--,-0.0308188188188188,1.23289019707395,,,,,,,,,,,,
--,--,--,-0.0307987987987988,1.23293704465876,,,,,,,,,,,,
--,--,--,-0.0307787787787788,1.23298419902602,,,,,,,,,,,,
--,--,--,-0.0307587587587588,1.23303166192899,,,,,,,,,,,,
--,--,--,-0.0307387387387387,1.23307943512741,,,,,,,,,,,,
--,--,--,-0.0307187187187187,1.23312752038743,,,,,,,,,,,,
--,--,--,-0.0306986986986987,1.23317591948159,,,,,,,,,,,,
--,--,--,-0.0306786786786787,1.2332246341888,,,,,,,,,,,,
--,--,--,-0.0306586586586587,1.2332736662943,,,,,,,,,,,,
--,--,--,-0.0306386386386386,1.23332301758962,,,,,,,,,,,,
--,--,--,-0.0306186186186186,1.23337268987256,,,,,,,,,,,,
--,--,--,-0.0305985985985986,1.23342268494715,,,,,,,,,,,,
--,--,--,-0.0305785785785786,1.23347300462361,,,,,,,,,,,,
--,--,--,-0.0305585585585586,1.23352365071831,,,,,,,,,,,,
--,--,--,-0.0305385385385385,1.23357462505374,,,,,,,,,,,,
--,--,--,-0.0305185185185185,1.23362592945847,,,,,,,,,,,,
--,--,--,-0.0304984984984985,1.2336775657671,,,,,,,,,,,,
--,--,--,-0.0304784784784785,1.23372953582024,,,,,,,,,,,,
--,--,--,-0.0304584584584585,1.23378184146442,,,,,,,,,,,,
--,--,--,-0.0304384384384384,1.23383448455212,,,,,,,,,,,,
--,--,--,-0.0304184184184184,1.23388746694164,,,,,,,,,,,,
--,--,--,-0.0303983983983984,1.23394079049712,,,,,,,,,,,,
,,,-0.0303783783783784,1.23399445708848,,,,,,,,,,,,
,,,-0.0303583583583584,1.23404846859132,,,,,,,,,,,,
,,,-0.0303383383383383,1.23410282688694,,,,,,,,,,,,
,,,-0.0303183183183183,1.23415753386226,,,,,,,,,,,,
,,,-0.0302982982982983,1.23421259140975,,,,,,,,,,,,
,,,-0.0302782782782783,1.23426800142739,,,,,,,,,,,,
,,,-0.0302582582582583,1.23432376581864,,,,,,,,,,,,
,,,-0.0302382382382382,1.23437988649233,,,,,,,,,,,,
,,,-0.0302182182182182,1.23443636536266,,,,,,,,,,,,
,,,-0.0301981981981982,1.2344932043491,,,,,,,,,,,,
,,,-0.0301781781781782,1.23455040537634,,,,,,,,,,,,
,,,-0.0301581581581582,1.23460797037423,,,,,,,,,,,,
,,,-0.0301381381381381,1.23466590127774,,,,,,,,,,,,
,,,-0.0301181181181181,1.23472420002684,,,,,,,,,,,,
,,,-0.0300980980980981,1.23478286856651,,,,,,,,,,,,
,,,-0.0300780780780781,1.23484190884658,,,,,,,,,,,,
,,,-0.0300580580580581,1.23490132282176,,,,,,,,,,,,
,,,-0.030038038038038,1.2349611124515,,,,,,,,,,,,
,,,-0.030018018018018,1.23502127969994,,,,,,,,,,,,
,,,-0.03,1.23507575471461,,,,,,,,,,,,
,,,-0.029997997997998,1.23508182653584,,,,,,,,,,,,
,,,-0.029977977977978,1.2351427549325,,,,,,,,,,,,
,,,-0.029957957957958,1.23520406686771,,,,,,,,,,,,
,,,-0.0299379379379379,1.23526576432361,,,,,,,,,,,,
,,,-0.0299179179179179,1.23532784928668,,,,,,,,,,,,
,,,-0.0298978978978979,1.23539032374763,,,,,,,,,,,,
,,,-0.0298778778778779,1.23545318970131,,,,,,,,,,,,
,,,-0.0298578578578579,1.23551644914664,,,,,,,,,,,,
,,,-0.0298378378378378,1.2355801040865,,,,,,,,,,,,
,,,-0.0298178178178178,1.23564415652771,,,,,,,,,,,,
,,,-0.0297977977977978,1.23570860848084,,,,,,,,,,,,
,,,-0.0297777777777778,1.23577346196022,,,,,,,,,,,,
,,,-0.0297577577577578,1.23583871898377,,,,,,,,,,,,
,,,-0.0297377377377377,1.23590438157296,,,,,,,,,,,,
,,,-0.0297177177177177,1.23597045175269,,,,,,,,,,,,
