raw_x,raw_y,sig_x,sig_y,,Value,Standard Error,t_Value,Prob_t,Dependency,0~1,"Normalize to [0, 1] of A","Normalize to [0, 1] of B",-4~4,adj4_x,adj4_y,sig4_x,sig4_y,,Value,Standard Error,t_Value,Prob_t,Dependency,-6~6,adj6_x,adj6_y,sig6_x,sig6_y,,Value,Standard Error,t_Value,Prob_t,Dependency,,,,,,,,
,,0.0107207207207207,1.41169393425981,,,,,,,,,,,,,-3.75975975975976,-4.08153892212808,,,,,,,,,,-5.63963963963964,-6.12230838319211,,,,,,,,,,,,,,
,,0.0107447447447447,1.41169803009251,,,,,,,,,,,,,-3.75175175175175,-4.08140238868266,,,,,,,,,,-5.62762762762763,-6.12210358302399,,,,,,,,,,,,,,
,,0.0107687687687688,1.41170218796709,,,,,,,,,,,,,-3.74374374374374,-4.08126378708824,,,,,,,,,,-5.61561561561562,-6.12189568063237,,,,,,,,,,,,,,
,,0.0107927927927928,1.41170640882105,,,,,,,,,,,,,-3.73573573573574,-4.08112308609371,,,,,,,,,,-5.6036036036036,-6.12168462914057,,,,,,,,,,,,,,
,,0.0108168168168168,1.41171069360598,,,,,,,,,,,,,-3.72772772772773,-4.08098025397807,,,,,,,,,,-5.59159159159159,-6.12147038096711,,,,,,,,,,,,,,
,,0.0108408408408408,1.41171504328777,,,,,,,,,,,,,-3.71971971971972,-4.08083525854344,,,,,,,,,,-5.57957957957958,-6.12125288781516,,,,,,,,,,,,,,
,,0.0108648648648649,1.41171945884685,,,,,,,,,,,,,-3.71171171171171,-4.08068806710794,,,,,,,,,,-5.56756756756757,-6.12103210066192,,,,,,,,,,,,,,
,,0.0108888888888889,1.41172394127835,,,,,,,,,,,,,-3.7037037037037,-4.08053864649853,,,,,,,,,,-5.55555555555556,-6.1208079697478,,,,,,,,,,,,,,
,,0.0109129129129129,1.41172849159239,,,,,,,,,,,,,-3.6956956956957,-4.08038696304367,,,,,,,,,,-5.54354354354354,-6.1205804445655,,,,,,,,,,,,,,
,,0.0109369369369369,1.41173311081425,,,,,,,,,,,,,-3.68768768768769,-4.08023298256591,,,,,,,,,,-5.53153153153153,-6.12034947384887,,,,,,,,,,,,,,
,,0.010960960960961,1.41173779998461,,,,,,,,,,,,,-3.67967967967968,-4.08007667037442,,,,,,,,,,-5.51951951951952,-6.12011500556164,,,,,,,,,,,,,,
,,0.010984984984985,1.41174256015977,,,,,,,,,,,,,-3.67167167167167,-4.07991799125731,,,,,,,,,,-5.50750750750751,-6.11987698688597,,,,,,,,,,,,,,
,,0.011009009009009,1.41174739241192,,,,,,,,,,,,,-3.66366366366366,-4.0797569094739,,,,,,,,,,-5.4954954954955,-6.11963536421086,,,,,,,,,,,,,,
,,0.011033033033033,1.41175229782933,,,,,,,,,,,,,-3.65565565565566,-4.0795933887469,,,,,,,,,,-5.48348348348348,-6.11939008312035,,,,,,,,,,,,,,
,,0.0110570570570571,1.41175727751661,,,,,,,,,,,,,-3.64764764764765,-4.07942739225441,,,,,,,,,,-5.47147147147147,-6.11914108838162,,,,,,,,,,,,,,
,,0.0110810810810811,1.41176233259495,,,,,,,,,,,,,-3.63963963963964,-4.07925888262188,,,,,,,,,,-5.45945945945946,-6.11888832393281,,,,,,,,,,,,,,
,,0.0111051051051051,1.41176746420236,,,,,,,,,,,,,-3.63163163163163,-4.07908782191386,,,,,,,,,,-5.44744744744745,-6.11863173287078,,,,,,,,,,,,,,
,,0.0111291291291291,1.41177267349394,,,,,,,,,,,,,-3.62362362362362,-4.07891417162573,,,,,,,,,,-5.43543543543544,-6.1183712574386,,,,,,,,,,,,,,
,,0.0111531531531532,1.41177796164211,,,,,,,,,,,,,-3.61561561561562,-4.07873789267528,,,,,,,,,,-5.42342342342342,-6.11810683901292,,,,,,,,,,,,,,
,,0.0111771771771772,1.41178332983686,,,,,,,,,,,,,-3.60760760760761,-4.07855894539408,,,,,,,,,,-5.41141141141141,-6.11783841809112,,,,,,,,,,,,,,
,,0.0112012012012012,1.41178877928605,,,,,,,,,,,,,-3.5995995995996,-4.07837728951888,,,,,,,,,,-5.3993993993994,-6.11756593427832,,,,,,,,,,,,,,
,,0.0112252252252252,1.41179431121562,,,,,,,,,,,,,-3.59159159159159,-4.07819288418275,,,,,,,,,,-5.38738738738739,-6.11728932627413,,,,,,,,,,,,,,
,,0.0112492492492492,1.41179992686992,,,,,,,,,,,,,-3.58358358358358,-4.07800568790619,,,,,,,,,,-5.37537537537538,-6.11700853185928,,,,,,,,,,,,,,
,,0.0112732732732733,1.41180562751193,,,,,,,,,,,,,-3.57557557557558,-4.07781565858803,,,,,,,,,,-5.36336336336336,-6.11672348788204,,,,,,,,,,,,,,
,,0.0112972972972973,1.41181141442355,,,,,,,,,,,,,-3.56756756756757,-4.07762275349626,,,,,,,,,,-5.35135135135135,-6.1164341302444,,,,,,,,,,,,,,
,,0.0113213213213213,1.4118172889059,,,,,,,,,,,,,-3.55955955955956,-4.07742692925873,,,,,,,,,,-5.33933933933934,-6.1161403938881,,,,,,,,,,,,,,
,,0.0113453453453453,1.41182325227957,,,,,,,,,,,,,-3.55155155155155,-4.07722814185364,,,,,,,,,,-5.32732732732733,-6.11584221278046,,,,,,,,,,,,,,
,,0.0113693693693694,1.41182930588493,,,,,,,,,,,,,-3.54354354354354,-4.07702634659999,,,,,,,,,,-5.31531531531532,-6.11553951989998,,,,,,,,,,,,,,
,,0.0113933933933934,1.41183545108244,,,,,,,,,,,,,-3.53553553553554,-4.07682149814783,,,,,,,,,,-5.3033033033033,-6.11523224722175,,,,,,,,,,,,,,
,,0.0114174174174174,1.41184168925289,,,,,,,,,,,,,-3.52752752752753,-4.07661355046843,,,,,,,,,,-5.29129129129129,-6.11492032570265,,,,,,,,,,,,,,
,,0.0114414414414414,1.41184802179774,,,,,,,,,,,,,-3.51951951951952,-4.07640245684421,,,,,,,,,,-5.27927927927928,-6.11460368526631,,,,,,,,,,,,,,
,,0.0114654654654655,1.41185445013945,,,,,,,,,,,,,-3.51151151151151,-4.07618816985861,,,,,,,,,,-5.26726726726727,-6.11428225478792,,,,,,,,,,,,,,
,,0.0114894894894895,1.41186097572173,,,,,,,,,,,,,-3.5035035035035,-4.07597064138585,,,,,,,,,,-5.25525525525526,-6.11395596207877,,,,,,,,,,,,,,
,,0.0115135135135135,1.41186760000987,,,,,,,,,,,,,-3.4954954954955,-4.07574982258037,,,,,,,,,,-5.24324324324324,-6.11362473387056,,,,,,,,,,,,,,
,,0.0115375375375375,1.41187432449109,,,,,,,,,,,,,-3.48748748748749,-4.07552566386636,,,,,,,,,,-5.23123123123123,-6.11328849579955,,,,,,,,,,,,,,
,,0.0115615615615616,1.41188115067484,,,,,,,,,,,,,-3.47947947947948,-4.07529811492694,,,,,,,,,,-5.21921921921922,-6.1129471723904,,,,,,,,,,,,,,
,,0.0115855855855856,1.41188808009311,,,,,,,,,,,,,-3.47147147147147,-4.07506712469326,,,,,,,,,,-5.20720720720721,-6.11260068703989,,,,,,,,,,,,,,
,,0.0116096096096096,1.4118951143008,,,,,,,,,,,,,-3.46346346346346,-4.0748326413335,,,,,,,,,,-5.1951951951952,-6.11224896200026,,,,,,,,,,,,,,
,,0.0116336336336336,1.41190225487602,,,,,,,,,,,,,-3.45545545545546,-4.07459461224164,,,,,,,,,,-5.18318318318318,-6.11189191836246,,,,,,,,,,,,,,
,,0.0116576576576577,1.41190950342045,,,,,,,,,,,,,-3.44744744744745,-4.07435298402607,,,,,,,,,,-5.17117117117117,-6.1115294760391,,,,,,,,,,,,,,
,,0.0116816816816817,1.41191686155969,,,,,,,,,,,,,-3.43943943943944,-4.07410770249808,,,,,,,,,,-5.15915915915916,-6.11116155374711,,,,,,,,,,,,,,
,,0.0117057057057057,1.41192433094359,,,,,,,,,,,,,-3.43143143143143,-4.07385871266018,,,,,,,,,,-5.14714714714715,-6.11078806899027,,,,,,,,,,,,,,
,,0.0117297297297297,1.41193191324662,,,,,,,,,,,,,-3.42342342342342,-4.07360595869424,,,,,,,,,,-5.13513513513514,-6.11040893804135,,,,,,,,,,,,,,
,,0.0117537537537538,1.41193961016825,,,,,,,,,,,,,-3.41541541541542,-4.07334938394945,,,,,,,,,,-5.12312312312312,-6.11002407592417,,,,,,,,,,,,,,
,,0.0117777777777778,1.41194742343326,,,,,,,,,,,,,-3.40740740740741,-4.07308893093016,,,,,,,,,,-5.11111111111111,-6.10963339639523,,,,,,,,,,,,,,
,,0.0118018018018018,1.41195535479217,,,,,,,,,,,,,-3.3993993993994,-4.07282454128348,,,,,,,,,,-5.0990990990991,-6.10923681192521,,,,,,,,,,,,,,
,,0.0118258258258258,1.41196340602159,,,,,,,,,,,,,-3.39139139139139,-4.07255615578677,,,,,,,,,,-5.08708708708709,-6.10883423368016,,,,,,,,,,,,,,
,,0.0118498498498498,1.4119715789246,,,,,,,,,,,,,-3.38338338338338,-4.07228371433493,,,,,,,,,,-5.07507507507508,-6.1084255715024,,,,,,,,,,,,,,
,,0.0118738738738739,1.41197987533112,,,,,,,,,,,,,-3.37537537537538,-4.07200715592749,,,,,,,,,,-5.06306306306306,-6.10801073389123,,,,,,,,,,,,,,
,,0.0118978978978979,1.41198829709836,,,,,,,,,,,,,-3.36736736736737,-4.07172641865554,,,,,,,,,,-5.05105105105105,-6.10758962798331,,,,,,,,,,,,,,
,,0.0119219219219219,1.41199684611114,,,,,,,,,,,,,-3.35935935935936,-4.0714414396885,,,,,,,,,,-5.03903903903904,-6.10716215953275,,,,,,,,,,,,,,
,,0.0119459459459459,1.41200552428237,,,,,,,,,,,,,-3.35135135135135,-4.07115215526066,,,,,,,,,,-5.02702702702703,-6.10672823289098,,,,,,,,,,,,,,
,,0.01196996996997,1.4120143335534,,,,,,,,,,,,,-3.34334334334334,-4.07085850065755,,,,,,,,,,-5.01501501501502,-6.10628775098633,,,,,,,,,,,,,,
,,0.011993993993994,1.41202327589445,,,,,,,,,,,,,-3.33533533533534,-4.07056041020217,,,,,,,,,,-5.003003003003,-6.10584061530325,,,,,,,,,,,,,,
,,0.012,1.41202553250557,,,,,,,,,,,,,-3.33333333333333,-4.07048518669709,,,,,,,,,,-5,-6.10572778004564,,,,,,,,,,,,,,
,,0.012018018018018,1.41203235330504,,,,,,,,,,,,,-3.32732732732733,-4.0702578172409,,,,,,,,,,-4.99099099099099,-6.10538672586134,,,,,,,,,,,,,,
,,0.012042042042042,1.41204156781444,,,,,,,,,,,,,-3.31931931931932,-4.06995065412938,,,,,,,,,,-4.97897897897898,-6.10492598119406,,,,,,,,,,,,,,
,,0.0120660660660661,1.41205092148202,,,,,,,,,,,,,-3.31131131131131,-4.06963885221806,,,,,,,,,,-4.96696696696697,-6.10445827832709,,,,,,,,,,,,,,
,,0.0120900900900901,1.4120604163978,,,,,,,,,,,,,-3.3033033033033,-4.06932234183764,,,,,,,,,,-4.95495495495496,-6.10398351275646,,,,,,,,,,,,,,
,,0.0121141141141141,1.41207005468279,,,,,,,,,,,,,-3.2952952952953,-4.06900105228424,,,,,,,,,,-4.94294294294294,-6.10350157842636,,,,,,,,,,,,,,
,,0.0121381381381381,1.41207983848951,,,,,,,,,,,,,-3.28728728728729,-4.0686749118044,,,,,,,,,,-4.93093093093093,-6.10301236770661,,,,,,,,,,,,,,
,,0.0121621621621622,1.41208977000241,,,,,,,,,,,,,-3.27927927927928,-4.0683438475799,,,,,,,,,,-4.91891891891892,-6.10251577136985,,,,,,,,,,,,,,
,,0.0121861861861862,1.41209985143836,,,,,,,,,,,,,-3.27127127127127,-4.0680077857123,,,,,,,,,,-4.90690690690691,-6.10201167856845,,,,,,,,,,,,,,
,,0.0122102102102102,1.41211008504709,,,,,,,,,,,,,-3.26326326326326,-4.06766665120733,,,,,,,,,,-4.89489489489489,-6.101499976811,,,,,,,,,,,,,,
,,0.0122342342342342,1.41212047311169,,,,,,,,,,,,,-3.25525525525526,-4.06732036795907,,,,,,,,,,-4.88288288288288,-6.10098055193861,,,,,,,,,,,,,,
,,0.0122582582582583,1.41213101794906,,,,,,,,,,,,,-3.24724724724725,-4.06696885873384,,,,,,,,,,-4.87087087087087,-6.10045328810076,,,,,,,,,,,,,,
,,0.0122822822822823,1.41214172191044,,,,,,,,,,,,,-3.23923923923924,-4.06661204515396,,,,,,,,,,-4.85885885885886,-6.09991806773094,,,,,,,,,,,,,,
,,0.0123063063063063,1.41215258738187,,,,,,,,,,,,,-3.23123123123123,-4.06624984768122,,,,,,,,,,-4.84684684684685,-6.09937477152184,,,,,,,,,,,,,,
,,0.0123303303303303,1.41216361678473,,,,,,,,,,,,,-3.22322322322322,-4.06588218560019,,,,,,,,,,-4.83483483483483,-6.09882327840029,,,,,,,,,,,,,,
,,0.0123543543543544,1.41217481257618,,,,,,,,,,,,,-3.21521521521522,-4.06550897700121,,,,,,,,,,-4.82282282282282,-6.09826346550181,,,,,,,,,,,,,,
,,0.0123783783783784,1.41218617724978,,,,,,,,,,,,,-3.20720720720721,-4.06513013876327,,,,,,,,,,-4.81081081081081,-6.09769520814491,,,,,,,,,,,,,,
,,0.0124024024024024,1.41219771333589,,,,,,,,,,,,,-3.1991991991992,-4.06474558653655,,,,,,,,,,-4.7987987987988,-6.09711837980483,,,,,,,,,,,,,,
,,0.0124264264264264,1.4122094234023,,,,,,,,,,,,,-3.19119119119119,-4.0643552347248,,,,,,,,,,-4.78678678678679,-6.09653285208719,,,,,,,,,,,,,,
,,0.0124504504504505,1.41222131005472,,,,,,,,,,,,,-3.18318318318318,-4.06395899646741,,,,,,,,,,-4.77477477477477,-6.09593849470111,,,,,,,,,,,,,,
,,0.0124744744744745,1.41223337593734,,,,,,,,,,,,,-3.17517517517518,-4.06355678362134,,,,,,,,,,-4.76276276276276,-6.09533517543201,,,,,,,,,,,,,,
,,0.0124984984984985,1.41224562373335,,,,,,,,,,,,,-3.16716716716717,-4.0631485067427,,,,,,,,,,-4.75075075075075,-6.09472276011405,,,,,,,,,,,,,,
,,0.0125225225225225,1.41225805616555,,,,,,,,,,,,,-3.15915915915916,-4.06273407506816,,,,,,,,,,-4.73873873873874,-6.09410111260224,,,,,,,,,,,,,,
,,0.0125465465465465,1.41227067599686,,,,,,,,,,,,,-3.15115115115115,-4.06231339649606,,,,,,,,,,-4.72672672672673,-6.09347009474409,,,,,,,,,,,,,,
,,0.0125705705705706,1.41228348603095,,,,,,,,,,,,,-3.14314314314314,-4.06188637756732,,,,,,,,,,-4.71471471471471,-6.09282956635098,,,,,,,,,,,,,,
,,0.0125945945945946,1.41229648911277,,,,,,,,,,,,,-3.13513513513514,-4.06145292344605,,,,,,,,,,-4.7027027027027,-6.09217938516908,,,,,,,,,,,,,,
,,0.0126186186186186,1.41230968812917,,,,,,,,,,,,,-3.12712712712713,-4.06101293789993,,,,,,,,,,-4.69069069069069,-6.0915194068499,,,,,,,,,,,,,,
,,0.0126426426426426,1.41232308600949,,,,,,,,,,,,,-3.11911911911912,-4.06056632328032,,,,,,,,,,-4.67867867867868,-6.09084948492048,,,,,,,,,,,,,,
,,0.0126666666666667,1.41233668572616,,,,,,,,,,,,,-3.11111111111111,-4.0601129805021,,,,,,,,,,-4.66666666666667,-6.09016947075315,,,,,,,,,,,,,,
,,0.0126906906906907,1.41235049029531,,,,,,,,,,,,,-3.1031031031031,-4.05965280902327,,,,,,,,,,-4.65465465465465,-6.08947921353491,,,,,,,,,,,,,,
,,0.0127147147147147,1.41236450277741,,,,,,,,,,,,,-3.0950950950951,-4.05918570682427,,,,,,,,,,-4.64264264264264,-6.0887785602364,,,,,,,,,,,,,,
,,0.0127387387387387,1.41237872627785,,,,,,,,,,,,,-3.08708708708709,-4.05871157038698,,,,,,,,,,-4.63063063063063,-6.08806735558047,,,,,,,,,,,,,,
,,0.0127627627627628,1.41239316394766,,,,,,,,,,,,,-3.07907907907908,-4.05823029467356,,,,,,,,,,-4.61861861861862,-6.08734544201034,,,,,,,,,,,,,,
,,0.0127867867867868,1.41240781898407,,,,,,,,,,,,,-3.07107107107107,-4.05774177310489,,,,,,,,,,-4.60660660660661,-6.08661265965734,,,,,,,,,,,,,,
,,0.0128108108108108,1.41242269463121,,,,,,,,,,,,,-3.06306306306306,-4.05724589753881,,,,,,,,,,-4.59459459459459,-6.08586884630822,,,,,,,,,,,,,,
,,0.0128348348348348,1.41243779418076,,,,,,,,,,,,,-3.05505505505506,-4.05674255824805,,,,,,,,,,-4.58258258258258,-6.08511383737207,,,,,,,,,,,,,,
,,0.0128588588588589,1.41245312097262,,,,,,,,,,,,,-3.04704704704705,-4.05623164389785,,,,,,,,,,-4.57057057057057,-6.08434746584678,,,,,,,,,,,,,,
,,0.0128828828828829,1.4124686783956,,,,,,,,,,,,,-3.03903903903904,-4.05571304152338,,,,,,,,,,-4.55855855855856,-6.08356956228508,,,,,,,,,,,,,,
,,0.0129069069069069,1.41248446988809,,,,,,,,,,,,,-3.03103103103103,-4.05518663650675,,,,,,,,,,-4.54654654654655,-6.08277995476013,,,,,,,,,,,,,,
,,0.0129309309309309,1.41250049893878,,,,,,,,,,,,,-3.02302302302302,-4.05465231255381,,,,,,,,,,-4.53453453453453,-6.08197846883072,,,,,,,,,,,,,,
,,0.012954954954955,1.41251676908732,,,,,,,,,,,,,-3.01501501501502,-4.05410995167062,,,,,,,,,,-4.52252252252252,-6.08116492750593,,,,,,,,,,,,,,
,,0.012978978978979,1.4125332839251,,,,,,,,,,,,,-3.00700700700701,-4.05355943413963,,,,,,,,,,-4.51051051051051,-6.08033915120945,,,,,,,,,,,,,,
,,0.013003003003003,1.41255004709593,,,,,,,,,,,,,-2.998998998999,-4.05300063849557,,,,,,,,,,-4.4984984984985,-6.07950095774335,,,,,,,,,,,,,,
,,0.013027027027027,1.41256706229677,,,,,,,,,,,,,-2.99099099099099,-4.05243344150099,,,,,,,,,,-4.48648648648649,-6.07865016225149,,,,,,,,,,,,,,
,,0.0130510510510511,1.4125843332785,,,,,,,,,,,,,-2.98298298298298,-4.05185771812157,,,,,,,,,,-4.47447447447447,-6.07778657718236,,,,,,,,,,,,,,
,,0.0130750750750751,1.41260186384665,,,,,,,,,,,,,-2.97497497497498,-4.05127334150101,,,,,,,,,,-4.46246246246246,-6.07691001225152,,,,,,,,,,,,,,
,,0.0130990990990991,1.41261965786216,,,,,,,,,,,,,-2.96696696696697,-4.05068018293573,,,,,,,,,,-4.45045045045045,-6.07602027440359,,,,,,,,,,,,,,
,,0.0131231231231231,1.41263771924217,,,,,,,,,,,,,-2.95895895895896,-4.05007811184914,,,,,,,,,,-4.43843843843844,-6.07511716777371,,,,,,,,,,,,,,
,,0.0131471471471471,1.41265605196077,,,,,,,,,,,,,-2.95095095095095,-4.04946699576568,,,,,,,,,,-4.42642642642643,-6.07420049364853,,,,,,,,,,,,,,
,,0.0131711711711712,1.41267466004984,,,,,,,,,,,,,-2.94294294294294,-4.04884670028449,,,,,,,,,,-4.41441441441441,-6.07327005042674,,,,,,,,,,,,,,
,,0.0131951951951952,1.41269354759978,,,,,,,,,,,,,-2.93493493493494,-4.04821708905274,,,,,,,,,,-4.4024024024024,-6.07232563357912,,,,,,,,,,,,,,
,,0.0132192192192192,1.41271271876037,,,,,,,,,,,,,-2.92692692692693,-4.04757802373871,,,,,,,,,,-4.39039039039039,-6.07136703560807,,,,,,,,,,,,,,
,,0.0132432432432432,1.41273217774157,,,,,,,,,,,,,-2.91891891891892,-4.04692936400444,,,,,,,,,,-4.37837837837838,-6.07039404600665,,,,,,,,,,,,,,
,,0.0132672672672673,1.41275192881437,,,,,,,,,,,,,-2.91091091091091,-4.0462709674781,,,,,,,,,,-4.36636636636637,-6.06940645121715,,,,,,,,,,,,,,
