raw_x,raw_y,sig_x,sig_y,,Value,Standard Error,t_Value,Prob_t,Dependency,0~1,"Normalize to [0, 1] of A","Normalize to [0, 1] of B",-4~4,adj4_x,adj4_y,sig4_x,sig4_y,,Value,Standard Error,t_Value,Prob_t,Dependency,-6~6,adj6_x,adj6_y,sig6_x,sig6_y,,Value,Standard Error,t_Value,Prob_t,Dependency,,,,,,,,
,,0.0132912912912913,1.41277197631158,,,,,,,,,,,,,-2.9029029029029,-4.04560268972607,,,,,,,,,,-4.35435435435435,-6.0684040345891,,,,,,,,,,,,,,
,,0.0133153153153153,1.41279232462874,,,,,,,,,,,,,-2.89489489489489,-4.04492438422455,,,,,,,,,,-4.34234234234234,-6.06738657633683,,,,,,,,,,,,,,
,,0.0133393393393393,1.41281297822495,,,,,,,,,,,,,-2.88688688688689,-4.04423590233099,,,,,,,,,,-4.33033033033033,-6.06635385349649,,,,,,,,,,,,,,
,,0.0133633633633634,1.41283394162372,,,,,,,,,,,,,-2.87887887887888,-4.04353709325504,,,,,,,,,,-4.31831831831832,-6.06530563988256,,,,,,,,,,,,,,
,,0.0133873873873874,1.41285521941388,,,,,,,,,,,,,-2.87087087087087,-4.04282780402924,,,,,,,,,,-4.30630630630631,-6.06424170604385,,,,,,,,,,,,,,
,,0.0134114114114114,1.41287681625047,,,,,,,,,,,,,-2.86286286286286,-4.0421078794793,,,,,,,,,,-4.29429429429429,-6.06316181921896,,,,,,,,,,,,,,
,,0.0134354354354354,1.41289873685563,,,,,,,,,,,,,-2.85485485485485,-4.04137716219414,,,,,,,,,,-4.28228228228228,-6.0620657432912,,,,,,,,,,,,,,
,,0.0134594594594595,1.4129209860195,,,,,,,,,,,,,-2.84684684684685,-4.04063549249537,,,,,,,,,,-4.27027027027027,-6.06095323874306,,,,,,,,,,,,,,
,,0.0134834834834835,1.41294356860119,,,,,,,,,,,,,-2.83883883883884,-4.03988270840668,,,,,,,,,,-4.25825825825826,-6.05982406261003,,,,,,,,,,,,,,
,,0.0135075075075075,1.41296648952963,,,,,,,,,,,,,-2.83083083083083,-4.03911864562264,,,,,,,,,,-4.24624624624625,-6.05867796843396,,,,,,,,,,,,,,
,,0.0135315315315315,1.4129897538046,,,,,,,,,,,,,-2.82282282282282,-4.03834313747725,,,,,,,,,,-4.23423423423423,-6.05751470621588,,,,,,,,,,,,,,
,,0.0135555555555556,1.41301336649765,,,,,,,,,,,,,-2.81481481481481,-4.03755601491216,,,,,,,,,,-4.22222222222222,-6.05633402236824,,,,,,,,,,,,,,
,,0.0135795795795796,1.41303733275305,,,,,,,,,,,,,-2.80680680680681,-4.03675710644441,,,,,,,,,,-4.21021021021021,-6.05513565966662,,,,,,,,,,,,,,
,,0.0136036036036036,1.41306165778878,,,,,,,,,,,,,-2.7987987987988,-4.03594623813393,,,,,,,,,,-4.1981981981982,-6.0539193572009,,,,,,,,,,,,,,
,,0.0136276276276276,1.41308634689753,,,,,,,,,,,,,-2.79079079079079,-4.03512323355055,,,,,,,,,,-4.18618618618619,-6.05268485032583,,,,,,,,,,,,,,
,,0.0136516516516517,1.41311140544767,,,,,,,,,,,,,-2.78278278278278,-4.03428791374077,,,,,,,,,,-4.17417417417417,-6.05143187061115,,,,,,,,,,,,,,
,,0.0136756756756757,1.4131368388843,,,,,,,,,,,,,-2.77477477477477,-4.03344009719401,,,,,,,,,,-4.16216216216216,-6.05016014579101,,,,,,,,,,,,,,
,,0.0136996996996997,1.41316265273024,,,,,,,,,,,,,-2.76676676676677,-4.03257959980863,,,,,,,,,,-4.15015015015015,-6.04886939971294,,,,,,,,,,,,,,
,,0.0137237237237237,1.41318885258707,,,,,,,,,,,,,-2.75875875875876,-4.03170623485747,,,,,,,,,,-4.13813813813814,-6.04755935228621,,,,,,,,,,,,,,
,,0.0137477477477477,1.41321544413617,,,,,,,,,,,,,-2.75075075075075,-4.03081981295307,,,,,,,,,,-4.12612612612613,-6.0462297194296,,,,,,,,,,,,,,
,,0.0137717717717718,1.4132424331398,,,,,,,,,,,,,-2.74274274274274,-4.02992014201245,,,,,,,,,,-4.11411411411411,-6.04488021301868,,,,,,,,,,,,,,
,,0.0137957957957958,1.41326982544214,,,,,,,,,,,,,-2.73473473473473,-4.0290070272216,,,,,,,,,,-4.1021021021021,-6.0435105408324,,,,,,,,,,,,,,
,,0.0138198198198198,1.41329762697035,,,,,,,,,,,,,-2.72672672672673,-4.0280802709995,,,,,,,,,,-4.09009009009009,-6.04212040649925,,,,,,,,,,,,,,
,,0.0138438438438438,1.41332584373574,,,,,,,,,,,,,-2.71871871871872,-4.02713967296181,,,,,,,,,,-4.07807807807808,-6.04070950944271,,,,,,,,,,,,,,
,,0.0138678678678679,1.41335448183476,,,,,,,,,,,,,-2.71071071071071,-4.02618502988412,,,,,,,,,,-4.06606606606607,-6.03927754482618,,,,,,,,,,,,,,
,,0.0138918918918919,1.41338354745022,,,,,,,,,,,,,-2.7027027027027,-4.02521613566492,,,,,,,,,,-4.05405405405405,-6.03782420349738,,,,,,,,,,,,,,
,,0.0139159159159159,1.41341304685233,,,,,,,,,,,,,-2.69469469469469,-4.02423278128805,,,,,,,,,,-4.04204204204204,-6.03634917193208,,,,,,,,,,,,,,
,,0.0139399399399399,1.4134429863999,,,,,,,,,,,,,-2.68668668668669,-4.02323475478487,,,,,,,,,,-4.03003003003003,-6.0348521321773,,,,,,,,,,,,,,
,,0.013963963963964,1.41347337254142,,,,,,,,,,,,,-2.67867867867868,-4.02222184119594,,,,,,,,,,-4.01801801801802,-6.03333276179392,,,,,,,,,,,,,,
,,0.013987987987988,1.4135042118163,,,,,,,,,,,,,-2.67067067067067,-4.02119382253246,,,,,,,,,,-4.00600600600601,-6.03179073379869,,,,,,,,,,,,,,
,,0.014,1.41351980344745,,,,,,,,,,,,,-2.66666666666667,-4.0206740798383,,,,,,,,,,-4,-6.03101111975745,,,,,,,,,,,,,,
,,0.014012012012012,1.41353551085598,,,,,,,,,,,,,-2.66266266266266,-4.02015047773714,,,,,,,,,,-3.99399399399399,-6.03022571660571,,,,,,,,,,,,,,
,,0.014036036036036,1.41356727638513,,,,,,,,,,,,,-2.65465465465465,-4.01909158264481,,,,,,,,,,-3.98198198198198,-6.02863737396722,,,,,,,,,,,,,,
,,0.0140600600600601,1.41359951522286,,,,,,,,,,,,,-2.64664664664665,-4.01801690994262,,,,,,,,,,-3.96996996996997,-6.02702536491393,,,,,,,,,,,,,,
,,0.0140840840840841,1.41363223428389,,,,,,,,,,,,,-2.63863863863864,-4.01692622912979,,,,,,,,,,-3.95795795795796,-6.02538934369468,,,,,,,,,,,,,,
,,0.0141081081081081,1.41366544057982,,,,,,,,,,,,,-2.63063063063063,-4.01581930647702,,,,,,,,,,-3.94594594594595,-6.02372895971553,,,,,,,,,,,,,,
,,0.0141321321321321,1.41369914122032,,,,,,,,,,,,,-2.62262262262262,-4.01469590498553,,,,,,,,,,-3.93393393393393,-6.02204385747829,,,,,,,,,,,,,,
,,0.0141561561561562,1.41373334341436,,,,,,,,,,,,,-2.61461461461461,-4.01355578434564,,,,,,,,,,-3.92192192192192,-6.02033367651847,,,,,,,,,,,,,,
,,0.0141801801801802,1.41376805447152,,,,,,,,,,,,,-2.60660660660661,-4.01239870089505,,,,,,,,,,-3.90990990990991,-6.01859805134257,,,,,,,,,,,,,,
,,0.0142042042042042,1.41380328180321,,,,,,,,,,,,,-2.5985985985986,-4.01122440757663,,,,,,,,,,-3.8978978978979,-6.01683661136495,,,,,,,,,,,,,,
,,0.0142282282282282,1.41383903292394,,,,,,,,,,,,,-2.59059059059059,-4.01003265389594,,,,,,,,,,-3.88588588588589,-6.01504898084391,,,,,,,,,,,,,,
,,0.0142522522522523,1.41387531545263,,,,,,,,,,,,,-2.58258258258258,-4.00882318587826,,,,,,,,,,-3.87387387387387,-6.01323477881739,,,,,,,,,,,,,,
,,0.0142762762762763,1.41391213711392,,,,,,,,,,,,,-2.57457457457457,-4.00759574602531,,,,,,,,,,-3.86186186186186,-6.01139361903797,,,,,,,,,,,,,,
,,0.0143003003003003,1.41394950573945,,,,,,,,,,,,,-2.56656656656657,-4.00635007327154,,,,,,,,,,-3.84984984984985,-6.00952510990732,,,,,,,,,,,,,,
,,0.0143243243243243,1.41398742926918,,,,,,,,,,,,,-2.55855855855856,-4.00508590294009,,,,,,,,,,-3.83783783783784,-6.00762885441013,,,,,,,,,,,,,,
,,0.0143483483483483,1.41402591575276,,,,,,,,,,,,,-2.55055055055055,-4.00380296669829,,,,,,,,,,-3.82582582582583,-6.00570445004744,,,,,,,,,,,,,,
,,0.0143723723723724,1.41406497335085,,,,,,,,,,,,,-2.54254254254254,-4.0025009925129,,,,,,,,,,-3.81381381381381,-6.00375148876935,,,,,,,,,,,,,,
,,0.0143963963963964,1.41410461033648,,,,,,,,,,,,,-2.53453453453453,-4.00117970460488,,,,,,,,,,-3.8018018018018,-6.00176955690733,,,,,,,,,,,,,,
,,0.0144204204204204,1.41414483509641,,,,,,,,,,,,,-2.52652652652653,-3.99983882340383,,,,,,,,,,-3.78978978978979,-5.99975823510575,,,,,,,,,,,,,,
,,0.0144444444444444,1.41418565613252,,,,,,,,,,,,,-2.51851851851852,-3.99847806550205,,,,,,,,,,-3.77777777777778,-5.99771709825308,,,,,,,,,,,,,,
,,0.0144684684684685,1.41422708206318,,,,,,,,,,,,,-2.51051051051051,-3.99709714360828,,,,,,,,,,-3.76576576576577,-5.99564571541242,,,,,,,,,,,,,,
,,0.0144924924924925,1.41426912162468,,,,,,,,,,,,,-2.5025025025025,-3.995695766501,,,,,,,,,,-3.75375375375375,-5.99354364975149,,,,,,,,,,,,,,
,,0.0145165165165165,1.41431178367261,,,,,,,,,,,,,-2.49449449449449,-3.99427363898145,,,,,,,,,,-3.74174174174174,-5.99141045847217,,,,,,,,,,,,,,
,,0.0145405405405405,1.41435507718329,,,,,,,,,,,,,-2.48648648648649,-3.99283046182627,,,,,,,,,,-3.72972972972973,-5.98924569273941,,,,,,,,,,,,,,
,,0.0145645645645646,1.41439901125522,,,,,,,,,,,,,-2.47847847847848,-3.9913659317398,,,,,,,,,,-3.71771771771772,-5.9870488976097,,,,,,,,,,,,,,
,,0.0145885885885886,1.4144435951105,,,,,,,,,,,,,-2.47047047047047,-3.98987974130601,,,,,,,,,,-3.70570570570571,-5.98481961195902,,,,,,,,,,,,,,
,,0.0146126126126126,1.41448883809627,,,,,,,,,,,,,-2.46246246246246,-3.98837157894013,,,,,,,,,,-3.69369369369369,-5.9825573684102,,,,,,,,,,,,,,
,,0.0146366366366366,1.41453474968621,,,,,,,,,,,,,-2.45445445445445,-3.98684112883995,,,,,,,,,,-3.68168168168168,-5.98026169325992,,,,,,,,,,,,,,
,,0.0146606606606607,1.41458133948199,,,,,,,,,,,,,-2.44644644644645,-3.98528807093676,,,,,,,,,,-3.66966966966967,-5.97793210640514,,,,,,,,,,,,,,
,,0.0146846846846847,1.41462861721472,,,,,,,,,,,,,-2.43843843843844,-3.98371208084602,,,,,,,,,,-3.65765765765766,-5.97556812126903,,,,,,,,,,,,,,
,,0.0147087087087087,1.41467659274651,,,,,,,,,,,,,-2.43043043043043,-3.98211282981768,,,,,,,,,,-3.64564564564565,-5.97316924472651,,,,,,,,,,,,,,
,,0.0147327327327327,1.41472527607189,,,,,,,,,,,,,-2.42242242242242,-3.9804899846862,,,,,,,,,,-3.63363363363363,-5.97073497702931,,,,,,,,,,,,,,
,,0.0147567567567568,1.4147746773194,,,,,,,,,,,,,-2.41441441441441,-3.97884320782034,,,,,,,,,,-3.62162162162162,-5.96826481173052,,,,,,,,,,,,,,
,,0.0147807807807808,1.41482480675302,,,,,,,,,,,,,-2.40640640640641,-3.97717215707254,,,,,,,,,,-3.60960960960961,-5.96575823560882,,,,,,,,,,,,,,
,,0.0148048048048048,1.41487567477376,,,,,,,,,,,,,-2.3983983983984,-3.97547648572813,,,,,,,,,,-3.5975975975976,-5.96321472859219,,,,,,,,,,,,,,
,,0.0148288288288288,1.41492729192118,,,,,,,,,,,,,-2.39039039039039,-3.9737558424542,,,,,,,,,,-3.58558558558559,-5.9606337636813,,,,,,,,,,,,,,
,,0.0148528528528529,1.41497966887489,,,,,,,,,,,,,-2.38238238238238,-3.97200987124829,,,,,,,,,,-3.57357357357357,-5.95801480687244,,,,,,,,,,,,,,
,,0.0148768768768769,1.41503281645616,,,,,,,,,,,,,-2.37437437437437,-3.97023821138672,,,,,,,,,,-3.56156156156156,-5.95535731708008,,,,,,,,,,,,,,
,,0.0149009009009009,1.41508674562944,,,,,,,,,,,,,-2.36636636636637,-3.96844049737275,,,,,,,,,,-3.54954954954955,-5.95266074605913,,,,,,,,,,,,,,
,,0.0149249249249249,1.41514146750391,,,,,,,,,,,,,-2.35835835835836,-3.96661635888453,,,,,,,,,,-3.53753753753754,-5.9499245383268,,,,,,,,,,,,,,
,,0.0149489489489489,1.41519699333509,,,,,,,,,,,,,-2.35035035035035,-3.96476542072276,,,,,,,,,,-3.52552552552553,-5.94714813108413,,,,,,,,,,,,,,
,,0.014972972972973,1.41525333452638,,,,,,,,,,,,,-2.34234234234234,-3.96288730275818,,,,,,,,,,-3.51351351351351,-5.94433095413727,,,,,,,,,,,,,,
,,0.014996996996997,1.41531050263066,,,,,,,,,,,,,-2.33433433433433,-3.96098161987891,,,,,,,,,,-3.5015015015015,-5.94147242981837,,,,,,,,,,,,,,
,,0.015021021021021,1.41536850935185,,,,,,,,,,,,,-2.32632632632633,-3.95904798193752,,,,,,,,,,-3.48948948948949,-5.93857197290628,,,,,,,,,,,,,,
,,0.015045045045045,1.41542736654655,,,,,,,,,,,,,-2.31831831831832,-3.957085993698,,,,,,,,,,-3.47747747747748,-5.935628990547,,,,,,,,,,,,,,
,,0.0150690690690691,1.41548708622559,,,,,,,,,,,,,-2.31031031031031,-3.95509525478256,,,,,,,,,,-3.46546546546547,-5.93264288217385,,,,,,,,,,,,,,
,,0.0150930930930931,1.41554768055565,,,,,,,,,,,,,-2.3023023023023,-3.95307535961829,,,,,,,,,,-3.45345345345345,-5.92961303942743,,,,,,,,,,,,,,
,,0.0151171171171171,1.41560916186086,,,,,,,,,,,,,-2.29429429429429,-3.95102589738366,,,,,,,,,,-3.44144144144144,-5.92653884607549,,,,,,,,,,,,,,
,,0.0151411411411411,1.41567154262441,,,,,,,,,,,,,-2.28628628628629,-3.94894645195502,,,,,,,,,,-3.42942942942943,-5.92341967793253,,,,,,,,,,,,,,
,,0.0151651651651652,1.41573483549017,,,,,,,,,,,,,-2.27827827827828,-3.94683660185286,,,,,,,,,,-3.41741741741742,-5.92025490277929,,,,,,,,,,,,,,
,,0.0151891891891892,1.41579905326426,,,,,,,,,,,,,-2.27027027027027,-3.94469592018815,,,,,,,,,,-3.40540540540541,-5.91704388028223,,,,,,,,,,,,,,
,,0.0152132132132132,1.41586420891671,,,,,,,,,,,,,-2.26226226226226,-3.9425239746085,,,,,,,,,,-3.39339339339339,-5.91378596191275,,,,,,,,,,,,,,
,,0.0152372372372372,1.41593031558308,,,,,,,,,,,,,-2.25425425425425,-3.94032032724437,,,,,,,,,,-3.38138138138138,-5.91048049086655,,,,,,,,,,,,,,
,,0.0152612612612613,1.41599738656601,,,,,,,,,,,,,-2.24624624624625,-3.93808453465521,,,,,,,,,,-3.36936936936937,-5.90712680198281,,,,,,,,,,,,,,
,,0.0152852852852853,1.41606543533692,,,,,,,,,,,,,-2.23823823823824,-3.93581614777565,,,,,,,,,,-3.35735735735736,-5.90372422166348,,,,,,,,,,,,,,
,,0.0153093093093093,1.41613447553754,,,,,,,,,,,,,-2.23023023023023,-3.93351471186169,,,,,,,,,,-3.34534534534535,-5.90027206779254,,,,,,,,,,,,,,
,,0.0153333333333333,1.4162045209816,,,,,,,,,,,,,-2.22222222222222,-3.93117976643694,,,,,,,,,,-3.33333333333333,-5.89676964965541,,,,,,,,,,,,,,
,,0.0153573573573574,1.41627558565639,,,,,,,,,,,,,-2.21421421421421,-3.92881084523892,,,,,,,,,,-3.32132132132132,-5.89321626785838,,,,,,,,,,,,,,
,,0.0153813813813814,1.41634768372438,,,,,,,,,,,,,-2.20620620620621,-3.92640747616549,,,,,,,,,,-3.30930930930931,-5.88961121424823,,,,,,,,,,,,,,
,,0.0154054054054054,1.41642082952484,,,,,,,,,,,,,-2.1981981981982,-3.92396918122137,,,,,,,,,,-3.2972972972973,-5.88595377183206,,,,,,,,,,,,,,
,,0.0154294294294294,1.4164950375754,,,,,,,,,,,,,-2.19019019019019,-3.92149547646483,,,,,,,,,,-3.28528528528529,-5.88224321469724,,,,,,,,,,,,,,
,,0.0154534534534535,1.41657032257371,,,,,,,,,,,,,-2.18218218218218,-3.91898587195448,,,,,,,,,,-3.27327327327327,-5.87847880793172,,,,,,,,,,,,,,
,,0.0154774774774775,1.41664669939895,,,,,,,,,,,,,-2.17417417417417,-3.91643987169638,,,,,,,,,,-3.26126126126126,-5.87465980754457,,,,,,,,,,,,,,
,,0.0155015015015015,1.41672418311348,,,,,,,,,,,,,-2.16616616616617,-3.91385697359126,,,,,,,,,,-3.24924924924925,-5.8707854603869,,,,,,,,,,,,,,
,,0.0155255255255255,1.41680278896437,,,,,,,,,,,,,-2.15815815815816,-3.91123666938208,,,,,,,,,,-3.23723723723724,-5.86685500407312,,,,,,,,,,,,,,
,,0.0155495495495496,1.416882532385,,,,,,,,,,,,,-2.15015015015015,-3.90857844460178,,,,,,,,,,-3.22522522522523,-5.86286766690267,,,,,,,,,,,,,,
,,0.0155735735735736,1.41696342899658,,,,,,,,,,,,,-2.14214214214214,-3.90588177852148,,,,,,,,,,-3.21321321321321,-5.85882266778222,,,,,,,,,,,,,,
,,0.0155975975975976,1.41704549460971,,,,,,,,,,,,,-2.13413413413413,-3.9031461440989,,,,,,,,,,-3.2012012012012,-5.85471921614834,,,,,,,,,,,,,,
,,0.0156216216216216,1.41712874522594,,,,,,,,,,,,,-2.12612612612613,-3.90037100792723,,,,,,,,,,-3.18918918918919,-5.85055651189084,,,,,,,,,,,,,,
,,0.0156456456456456,1.41721319703926,,,,,,,,,,,,,-2.11811811811812,-3.8975558301844,,,,,,,,,,-3.17717717717718,-5.84633374527661,,,,,,,,,,,,,,
,,0.0156696696696697,1.4172988664376,,,,,,,,,,,,,-2.11011011011011,-3.89470006458284,,,,,,,,,,-3.16516516516517,-5.84205009687425,,,,,,,,,,,,,,
,,0.0156936936936937,1.41738577000436,,,,,,,,,,,,,-2.1021021021021,-3.8918031583196,,,,,,,,,,-3.15315315315315,-5.8377047374794,,,,,,,,,,,,,,
,,0.0157177177177177,1.41747392451987,,,,,,,,,,,,,-2.09409409409409,-3.88886455202719,,,,,,,,,,-3.14114114114114,-5.83329682804078,,,,,,,,,,,,,,
,,0.0157417417417417,1.41756334696286,,,,,,,,,,,,,-2.08608608608609,-3.88588367972481,,,,,,,,,,-3.12912912912913,-5.82882551958721,,,,,,,,,,,,,,
,,0.0157657657657658,1.41765405451185,,,,,,,,,,,,,-2.07807807807808,-3.88285996877028,,,,,,,,,,-3.11711711711712,-5.82428995315542,,,,,,,,,,,,,,
,,0.0157897897897898,1.41774606454667,,,,,,,,,,,,,-2.07007007007007,-3.87979283981259,,,,,,,,,,-3.10510510510511,-5.81968925971889,,,,,,,,,,,,,,
,,0.0158138138138138,1.41783939464978,,,,,,,,,,,,,-2.06206206206206,-3.87668170674513,,,,,,,,,,-3.09309309309309,-5.8150225601177,,,,,,,,,,,,,,
,,0.0158378378378378,1.41793406260768,,,,,,,,,,,,,-2.05405405405405,-3.87352597665966,,,,,,,,,,-3.08108108108108,-5.81028896498949,,,,,,,,,,,,,,
,,0.0158618618618619,1.41803008641228,,,,,,,,,,,,,-2.04604604604605,-3.87032504980105,,,,,,,,,,-3.06906906906907,-5.80548757470157,,,,,,,,,,,,,,
,,0.0158858858858859,1.41812748426221,,,,,,,,,,,,,-2.03803803803804,-3.86707831952285,,,,,,,,,,-3.05705705705706,-5.80061747928427,,,,,,,,,,,,,,
,,0.0159099099099099,1.41822627456415,,,,,,,,,,,,,-2.03003003003003,-3.86378517224373,,,,,,,,,,-3.04504504504505,-5.79567775836559,,,,,,,,,,,,,,
,,0.0159339339339339,1.41832647593409,,,,,,,,,,,,,-2.02202202202202,-3.86044498740482,,,,,,,,,,-3.03303303303303,-5.79066748110723,,,,,,,,,,,,,,
,,0.015957957957958,1.41842810719858,,,,,,,,,,,,,-2.01401401401401,-3.85705713742806,,,,,,,,,,-3.02102102102102,-5.78558570614209,,,,,,,,,,,,,,
,,0.015981981981982,1.41853118739597,,,,,,,,,,,,,-2.00600600600601,-3.85362098767551,,,,,,,,,,-3.00900900900901,-5.78043148151326,,,,,,,,,,,,,,
,,0.016,1.41860945997906,,,,,,,,,,,,,-2,-3.8510117928561,,,,,,,,,,-3,-5.77651768928414,,,,,,,,,,,,,,
,,0.016006006006006,1.41863573577758,,,,,,,,,,,,,-1.997997997998,-3.85013589640978,,,,,,,,,,-2.996996996997,-5.77520384461467,,,,,,,,,,,,,,
,,0.01603003003003,1.41874177180885,,,,,,,,,,,,,-1.98998998998999,-3.84660121475559,,,,,,,,,,-2.98498498498499,-5.76990182213338,,,,,,,,,,,,,,
,,0.0160540540540541,1.41884931517048,,,,,,,,,,,,,-1.98198198198198,-3.84301628666247,,,,,,,,,,-2.97297297297297,-5.7645244299937,,,,,,,,,,,,,,
,,0.0160780780780781,1.4189583857595,,,,,,,,,,,,,-1.97397397397397,-3.83938044886876,,,,,,,,,,-2.96096096096096,-5.75907067330313,,,,,,,,,,,,,,
,,0.0161021021021021,1.41906900369028,,,,,,,,,,,,,-1.96596596596597,-3.83569303086684,,,,,,,,,,-2.94894894894895,-5.75353954630026,,,,,,,,,,,,,,
,,0.0161261261261261,1.4191811892956,,,,,,,,,,,,,-1.95795795795796,-3.83195335486981,,,,,,,,,,-2.93693693693694,-5.74793003230472,,,,,,,,,,,,,,
,,0.0161501501501502,1.41929496312753,,,,,,,,,,,,,-1.94994994994995,-3.82816073577949,,,,,,,,,,-2.92492492492493,-5.74224110366924,,,,,,,,,,,,,,
,,0.0161741741741742,1.41941034595842,,,,,,,,,,,,,-1.94194194194194,-3.824314481156,,,,,,,,,,-2.91291291291291,-5.736471721734,,,,,,,,,,,,,,
,,0.0161981981981982,1.4195273587817,,,,,,,,,,,,,-1.93393393393393,-3.8204138911888,,,,,,,,,,-2.9009009009009,-5.7306208367832,,,,,,,,,,,,,,
,,0.0162222222222222,1.41964602281274,,,,,,,,,,,,,-1.92592592592593,-3.81645825866945,,,,,,,,,,-2.88888888888889,-5.72468738800417,,,,,,,,,,,,,,
,,0.0162462462462462,1.41976635948961,,,,,,,,,,,,,-1.91791791791792,-3.81244686896595,,,,,,,,,,-2.87687687687688,-5.71867030344893,,,,,,,,,,,,,,
,,0.0162702702702703,1.41988839047378,,,,,,,,,,,,,-1.90990990990991,-3.80837899999894,,,,,,,,,,-2.86486486486486,-5.7125684999984,,,,,,,,,,,,,,
,,0.0162942942942943,1.42001213765082,,,,,,,,,,,,,-1.9019019019019,-3.80425392221959,,,,,,,,,,-2.85285285285285,-5.70638088332938,,,,,,,,,,,,,,
,,0.0163183183183183,1.42013762313094,,,,,,,,,,,,,-1.89389389389389,-3.80007089858956,,,,,,,,,,-2.84084084084084,-5.70010634788435,,,,,,,,,,,,,,
,,0.0163423423423423,1.4202648692496,,,,,,,,,,,,,-1.88588588588589,-3.79582918456281,,,,,,,,,,-2.82882882882883,-5.69374377684422,,,,,,,,,,,,,,
,,0.0163663663663664,1.42039389856795,,,,,,,,,,,,,-1.87787787787788,-3.79152802806947,,,,,,,,,,-2.81681681681682,-5.6872920421042,,,,,,,,,,,,,,
,,0.0163903903903904,1.42052473387328,,,,,,,,,,,,,-1.86986986986987,-3.7871666695019,,,,,,,,,,-2.8048048048048,-5.68075000425284,,,,,,,,,,,,,,
,,0.0164144144144144,1.42065739817934,,,,,,,,,,,,,-1.86186186186186,-3.78274434170291,,,,,,,,,,-2.79279279279279,-5.67411651255437,,,,,,,,,,,,,,
,,0.0164384384384384,1.42079191472665,,,,,,,,,,,,,-1.85385385385385,-3.77826026995632,,,,,,,,,,-2.78078078078078,-5.66739040493448,,,,,,,,,,,,,,
,,0.0164624624624625,1.4209283069827,,,,,,,,,,,,,-1.84584584584585,-3.7737136719798,,,,,,,,,,-2.76876876876877,-5.6605705079697,,,,,,,,,,,,,,
,,0.0164864864864865,1.42106659864209,,,,,,,,,,,,,-1.83783783783784,-3.76910375792027,,,,,,,,,,-2.75675675675676,-5.65365563688041,,,,,,,,,,,,,,
,,0.0165105105105105,1.42120681362661,,,,,,,,,,,,,-1.82982982982983,-3.7644297303518,,,,,,,,,,-2.74474474474474,-5.6466445955277,,,,,,,,,,,,,,
,,0.0165345345345345,1.4213489760852,,,,,,,,,,,,,-1.82182182182182,-3.75969078427613,,,,,,,,,,-2.73273273273273,-5.63953617641419,,,,,,,,,,,,,,
,,0.0165585585585586,1.42149311039386,,,,,,,,,,,,,-1.81381381381381,-3.75488610712594,,,,,,,,,,-2.72072072072072,-5.63232916068891,,,,,,,,,,,,,,
,,0.0165825825825826,1.42163924115547,,,,,,,,,,,,,-1.80580580580581,-3.75001487877095,,,,,,,,,,-2.70870870870871,-5.62502231815643,,,,,,,,,,,,,,
,,0.0166066066066066,1.42178739319953,,,,,,,,,,,,,-1.7977977977978,-3.74507627152687,,,,,,,,,,-2.6966966966967,-5.6176144072903,,,,,,,,,,,,,,
,,0.0166306306306306,1.42193759158179,,,,,,,,,,,,,-1.78978978978979,-3.7400694501674,,,,,,,,,,-2.68468468468468,-5.6101041752511,,,,,,,,,,,,,,
,,0.0166546546546547,1.42208986158378,,,,,,,,,,,,,-1.78178178178178,-3.73499357193935,,,,,,,,,,-2.67267267267267,-5.60249035790903,,,,,,,,,,,,,,
,,0.0166786786786787,1.42224422871231,,,,,,,,,,,,,-1.77377377377377,-3.72984778658092,,,,,,,,,,-2.66066066066066,-5.59477167987138,,,,,,,,,,,,,,
,,0.0167027027027027,1.42240071869875,,,,,,,,,,,,,-1.76576576576577,-3.72463123634327,,,,,,,,,,-2.64864864864865,-5.58694685451491,,,,,,,,,,,,,,
,,0.0167267267267267,1.42255935749835,,,,,,,,,,,,,-1.75775775775776,-3.71934305601557,,,,,,,,,,-2.63663663663664,-5.57901458402335,,,,,,,,,,,,,,
,,0.0167507507507508,1.42272017128936,,,,,,,,,,,,,-1.74974974974975,-3.71398237295345,,,,,,,,,,-2.62462462462462,-5.57097355943017,,,,,,,,,,,,,,
,,0.0167747747747748,1.42288318647205,,,,,,,,,,,,,-1.74174174174174,-3.70854830711116,,,,,,,,,,-2.61261261261261,-5.56282246066674,,,,,,,,,,,,,,
,,0.0167987987987988,1.42304842966764,,,,,,,,,,,,,-1.73373373373373,-3.70303997107741,,,,,,,,,,-2.6006006006006,-5.55455995661611,,,,,,,,,,,,,,
,,0.0168228228228228,1.42321592771714,,,,,,,,,,,,,-1.72572572572573,-3.697456470115,,,,,,,,,,-2.58858858858859,-5.54618470517249,,,,,,,,,,,,,,
,,0.0168468468468468,1.42338570767999,,,,,,,,,,,,,-1.71771771771772,-3.69179690220447,,,,,,,,,,-2.57657657657658,-5.5376953533067,,,,,,,,,,,,,,
,,0.0168708708708709,1.4235577968327,,,,,,,,,,,,,-1.70970970970971,-3.68606035809173,,,,,,,,,,-2.56456456456456,-5.5290905371376,,,,,,,,,,,,,,
,,0.0168948948948949,1.4237322226672,,,,,,,,,,,,,-1.7017017017017,-3.6802459213399,,,,,,,,,,-2.55255255255255,-5.52036888200985,,,,,,,,,,,,,,
