,-1400,,-1200,,-1000,,-800,,-700,,-600,,-500,,-400,,-300,,-200,,-100,,-50,,-20,,-10,,0,,5,,10,,+20,,50,,+100,,200,,300,,+400,,500,,600,,700,,+800,,900,,1000,,+1200,,1400
14,0.20009,14,0.325167,14,0.392621,16,0.402055,18,1.720141,14,1.610933,14,1.727418,14,1.734933,14,1.738703,14,1.73867,14,1.736169,14,1.736058,6,1.869854,6,1.872679,4,1.495397,4,1.195483,6,1.146879,10,0.700777,14,0.525175,14,0.458338,14,0.451691,14,0.438192,18,1.694458,18,1.713226,18,1.717132,18,1.720141,18,1.722206,18,1.722021,18,1.721411,14,1.873751,14,1.998724
16,0.199723,16,0.327698,16,0.364842,18,0.368439,20,1.729365,16,0.604488,16,0.735181,16,1.310991,16,1.588602,16,1.703129,16,1.72011,16,1.736725,8,1.872824,8,1.875484,6,1.49388,6,1.196956,8,1.148781,12,0.700494,16,0.530879,16,0.476424,16,0.484683,16,0.588224,20,1.729893,20,1.729033,20,1.729407,20,1.729365,20,1.724841,20,1.726813,20,1.731114,16,1.871498,16,1.998305
18,0.202197,18,0.330976,18,0.365635,20,0.363083,20,1.72994,18,0.500645,18,0.523131,18,0.559161,18,0.587271,18,1.092153,18,1.203722,18,1.590513,10,1.872117,10,1.875062,8,1.494244,8,1.196949,10,1.149458,14,0.705335,18,0.66131,18,0.952493,18,1.430916,18,1.593206,20,1.730549,20,1.731782,20,1.721241,20,1.72994,20,1.72893,20,1.727047,20,1.73457,18,1.875376,18,1.999242
20,0.20836,20,0.332504,20,0.370166,22,0.366773,18,1.731639,20,0.450485,20,0.464003,20,0.479671,20,0.497033,20,0.502595,20,0.518517,20,0.76313,12,1.872607,12,1.875267,10,1.492952,10,1.194583,12,1.151944,16,0.720712,20,1.644231,20,1.735751,20,1.73076,20,1.72333,18,1.736279,18,1.730789,18,1.72953,18,1.731639,18,1.727469,18,1.725307,18,1.731163,20,1.878014,20,2.002533
22,0.210501,22,0.304387,22,0.368785,22,0.367539,16,1.731427,22,0.38833,22,0.437896,22,0.454045,22,0.465226,22,0.47197,22,0.481558,22,0.549738,14,1.872771,14,1.875953,12,1.494227,12,1.196633,14,1.154098,18,0.742805,22,1.739382,22,1.740811,22,1.744948,22,1.739686,16,1.732459,16,1.729497,16,1.550812,16,1.731427,16,1.725218,16,1.726514,16,1.729889,22,1.878995,22,2.00365
22,0.205912,22,0.335113,22,0.367926,20,0.366761,14,1.731753,22,0.397238,22,0.426523,22,0.444279,22,0.449076,22,0.458057,22,0.476725,22,0.523347,16,1.870021,16,1.874357,14,1.496955,14,1.197314,16,1.16136,20,1.199395,22,1.738503,22,1.741998,22,1.750932,22,1.740359,14,1.733892,14,1.730544,14,1.726151,14,1.731753,14,1.722769,14,1.724487,14,1.730698,22,1.877956,22,2.003418
20,0.21274,20,0.334211,20,0.369152,18,0.364009,12,1.730275,20,0.398005,20,0.421854,20,0.443863,20,0.447242,20,0.457296,20,0.473566,20,0.517357,18,1.872311,18,1.786609,16,1.500794,16,1.198334,18,1.163922,22,1.736824,20,1.631624,20,1.740041,20,1.745964,20,1.740397,12,1.737419,12,1.72853,12,1.725642,12,1.730275,12,1.725013,12,1.724814,12,1.726881,20,1.879932,20,2.005942
18,0.209462,18,0.33212,18,0.368051,16,0.366518,10,1.731785,18,0.397497,18,0.424131,18,0.443279,18,0.448263,18,0.45847,18,0.470055,18,0.516768,20,1.659296,20,1.875856,18,1.505396,18,1.19909,20,1.296622,24,1.864869,18,1.739548,18,1.740297,18,1.578434,18,1.740624,10,1.734192,10,1.729069,10,1.727929,10,1.731785,10,1.726482,10,1.723096,10,1.726657,18,1.880379,18,2.005004
16,0.206451,16,0.331035,16,0.369799,14,0.365599,8,1.730212,16,0.396946,16,0.423469,16,0.422598,16,0.444507,16,0.455698,16,0.472451,16,0.518153,22,0.895177,22,1.138148,20,1.493644,20,1.246626,22,1.609317,24,1.865931,16,1.740821,16,1.741983,16,1.744519,16,1.740962,8,1.732756,8,1.729282,8,1.728001,8,1.730212,8,1.726042,8,1.724962,8,1.728474,16,1.881128,16,2.004025
14,0.206243,14,0.329962,14,0.369658,12,0.365494,6,1.730951,14,0.400116,14,0.421781,14,0.443385,14,0.442518,14,0.454336,14,0.469266,14,0.51777,24,0.729871,24,0.829629,22,1.390446,22,1.366593,24,1.780633,22,1.866499,14,1.742118,14,1.740222,14,1.745506,14,1.739456,6,1.732389,6,1.730354,6,1.72742,6,1.730951,6,1.724775,6,1.724629,6,1.729162,14,1.879646,14,2.006755
12,0.207783,12,0.333089,12,0.36846,10,0.365649,4,1.728986,12,0.399566,12,0.422108,12,0.443439,12,0.44719,12,0.455337,12,0.469454,12,0.51732,26,0.660041,26,0.794856,24,1.218357,24,1.450631,26,1.734161,20,1.869002,12,1.741565,12,1.739062,12,1.744365,12,1.739912,4,1.732877,4,1.730764,4,1.729856,4,1.728986,4,1.724318,4,1.723877,4,1.729217,12,1.880185,12,2.008844
10,0.206041,10,0.333047,10,0.368951,8,0.366987,2,1.730174,10,0.396445,10,0.423322,10,0.442805,10,0.445719,10,0.455622,10,0.46983,10,0.517898,26,0.639919,26,0.801851,26,1.251645,26,1.50377,26,1.734872,18,1.868703,10,1.741118,10,1.738901,10,1.747844,10,1.739381,2,1.732555,2,1.731975,2,1.731777,2,1.730174,2,1.724057,2,1.724147,2,1.728343,10,1.879204,10,2.005507
8,0.205014,8,0.329937,8,0.369111,6,0.365479,-2,1.735711,8,0.399377,8,0.424233,8,0.443795,8,0.446519,8,0.455914,8,0.469406,8,0.516798,24,0.643622,24,0.773947,28,1.238621,28,1.471411,24,1.716554,16,1.870166,8,1.739814,8,1.738355,8,1.747735,8,1.737106,-2,1.734444,-2,1.726235,-2,1.732699,-2,1.735711,-2,1.722032,-2,1.725597,-2,1.724175,8,1.879618,8,2.004805
6,0.206133,6,0.332983,6,0.368557,4,0.366107,--,--,6,0.397438,6,0.421053,6,0.443551,6,0.445253,6,0.454374,6,0.471047,6,0.51611,22,0.643936,22,0.752512,28,1.154177,28,1.480972,22,1.747602,14,1.868142,6,1.741787,6,1.736001,6,1.743138,6,1.738666,--,--,--,--,--,--,--,--,--,--,--,--,--,--,6,1.881175,6,2.005215
4,0.204821,4,0.330831,4,0.369152,2,0.366507,--,--,4,0.398461,4,0.419526,4,0.442127,4,0.44529,4,0.455059,4,0.46869,4,0.51802,20,0.640312,20,0.7522,26,1.225342,26,1.466602,20,1.773369,12,1.86845,4,1.742318,4,1.73763,4,1.744138,4,1.739508,--,--,--,--,--,--,--,--,--,--,--,--,--,--,4,1.879561,4,2.005542
2,0.205778,2,0.331475,2,0.369417,-2,0.40275,--,--,2,0.398702,2,0.422606,2,0.441921,2,0.446353,2,0.45569,2,0.46986,2,0.517988,18,0.638111,18,0.698611,24,1.189549,24,1.413192,18,1.779025,10,1.866774,2,1.740782,2,1.737268,2,1.744455,2,1.742035,--,--,--,--,--,--,--,--,--,--,--,--,--,--,2,1.880871,2,2.00519
-2,0.205412,-2,0.336959,-2,0.368938,--,--,--,--,-2,0.424535,-2,0.441887,-2,0.447094,-2,0.451396,-2,0.474546,-2,0.517012,-2,0.511139,16,0.639604,16,0.742532,22,1.208404,22,1.435089,16,1.77777,8,1.86717,-2,1.738623,-2,1.74478,-2,1.741931,-2,1.735012,--,--,--,--,--,--,--,--,--,--,--,--,--,--,-2,1.87782,-2,2.005057
--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,14,0.63653,14,0.742562,20,1.198749,20,1.439789,14,1.776857,6,1.869766,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,12,0.635783,12,0.740398,18,1.198956,18,1.44661,12,1.774409,4,1.868934,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,10,0.637807,10,0.740021,16,1.201079,16,1.44271,10,1.77721,2,1.868174,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,8,0.639094,8,0.741589,14,1.197911,14,1.443276,8,1.775312,-2,1.855692,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,6,0.636369,6,0.744651,12,1.198548,12,1.443202,6,1.773779,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,4,0.634783,4,0.742461,10,1.200452,10,1.444807,4,1.775163,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,2,0.637176,2,0.741527,8,1.200766,8,1.442906,2,1.775935,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,-2,0.651429,-2,0.71349,6,1.200352,6,1.442792,-2,1.749645,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,4,1.20077,4,1.441882,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,2,1.199482,2,1.442339,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,-2,1.18728,-2,1.437755,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
