raw_x,raw_y,positive,sig_x,sig_y,,Value,Standard Error,t_Value,Prob_t,Dependency,0~1,"Normalize to [0, 1] of A","Normalize to [0, 1] of C",-4~4,adj4_x,adj4_y,sig4_x,sig4_y,,Value,Standard Error,t_Value,Prob_t,Dependency,-6~6,adj6_x,adj6_y,sig6_x,sig6_y,,Value,Standard Error,t_Value,Prob_t,Dependency,,,,,
--,--,--,-0.0316796796796797,1.23114217449579,,,,,,,,--,--,,--,--,-3.87187187187187,-4.16919075579242,,,,,,,,--,--,-5.80780780780781,-6.25378613368863,,,,,,,,,,,
--,--,--,-0.0316596596596597,1.23117739411013,,,,,,,,--,--,,--,--,-3.86386386386386,-4.16677810228336,,,,,,,,--,--,-5.7957957957958,-6.25016715342504,,,,,,,,,,,
--,--,--,-0.0316396396396396,1.23121285148841,,,,,,,,--,--,,--,--,-3.85585585585586,-4.1643491612027,,,,,,,,--,--,-5.78378378378378,-6.24652374180405,,,,,,,,,,,
--,--,--,-0.0316196196196196,1.23124854809113,,,,,,,,--,--,,--,--,-3.84784784784785,-4.16190383250064,,,,,,,,--,--,-5.77177177177177,-6.24285574875096,,,,,,,,,,,
--,--,--,-0.0315995995995996,1.23128448538575,,,,,,,,--,--,,--,--,-3.83983983983984,-4.15944201565286,,,,,,,,--,--,-5.75975975975976,-6.23916302347929,,,,,,,,,,,
--,--,--,-0.0315795795795796,1.23132066484663,,,,,,,,--,--,,--,--,-3.83183183183183,-4.15696360966032,,,,,,,,--,--,-5.74774774774775,-6.23544541449048,,,,,,,,,,,
--,--,--,-0.0315595595595596,1.23135708795507,,,,,,,,--,--,,--,--,-3.82382382382382,-4.1544685130491,,,,,,,,--,--,-5.73573573573574,-6.23170276957365,,,,,,,,,,,
--,--,--,-0.0315395395395395,1.23139375619932,,,,,,,,--,--,,--,--,-3.81581581581582,-4.1519566238703,,,,,,,,--,--,-5.72372372372372,-6.22793493580544,,,,,,,,,,,
--,--,--,-0.0315195195195195,1.23143067107454,,,,,,,,--,--,,--,--,-3.80780780780781,-4.14942783969988,,,,,,,,--,--,-5.71171171171171,-6.22414175954983,,,,,,,,,,,
--,--,--,-0.0314994994994995,1.23146783408285,,,,,,,,--,--,,--,--,-3.7997997997998,-4.14688205763873,,,,,,,,--,--,-5.6996996996997,-6.22032308645809,,,,,,,,,,,
--,--,--,-0.0314794794794795,1.23150524673328,,,,,,,,--,--,,--,--,-3.79179179179179,-4.14431917431252,,,,,,,,--,--,-5.68768768768769,-6.21647876146878,,,,,,,,,,,
--,--,--,-0.0314594594594595,1.23154291054183,,,,,,,,--,--,,--,--,-3.78378378378378,-4.14173908587184,,,,,,,,--,--,-5.67567567567568,-6.21260862880776,,,,,,,,,,,
--,--,--,-0.0314394394394394,1.2315808270314,,,,,,,,--,--,,--,--,-3.77577577577578,-4.1391416879922,,,,,,,,--,--,-5.66366366366366,-6.2087125319883,,,,,,,,,,,
--,--,--,-0.0314194194194194,1.23161899773185,,,,,,,,--,--,,--,--,-3.76776776776777,-4.13652687587417,,,,,,,,--,--,-5.65165165165165,-6.20479031381125,,,,,,,,,,,
--,--,--,-0.0313993993993994,1.23165742417995,,,,,,,,--,--,,--,--,-3.75975975975976,-4.13389454424353,,,,,,,,--,--,-5.63963963963964,-6.20084181636529,,,,,,,,,,,
--,--,--,-0.0313793793793794,1.23169610791942,,,,,,,,--,--,,--,--,-3.75175175175175,-4.13124458735143,,,,,,,,--,--,-5.62762762762763,-6.19686688102714,,,,,,,,,,,
--,--,--,-0.0313593593593594,1.23173505050088,,,,,,,,--,--,,--,--,-3.74374374374374,-4.12857689897468,,,,,,,,--,--,-5.61561561561562,-6.19286534846201,,,,,,,,,,,
--,--,--,-0.0313393393393393,1.23177425348189,,,,,,,,--,--,,--,--,-3.73573573573574,-4.12589137241597,,,,,,,,--,--,-5.6036036036036,-6.18883705862395,,,,,,,,,,,
--,--,--,-0.0313193193193193,1.23181371842693,,,,,,,,--,--,,--,--,-3.72772772772773,-4.12318790050423,,,,,,,,--,--,-5.59159159159159,-6.18478185075634,,,,,,,,,,,
--,--,--,-0.0312992992992993,1.23185344690736,,,,,,,,--,--,,--,--,-3.71971971971972,-4.12046637559499,,,,,,,,--,--,-5.57957957957958,-6.18069956339248,,,,,,,,,,,
--,--,--,-0.0312792792792793,1.23189344050148,,,,,,,,--,--,,--,--,-3.71171171171171,-4.11772668957077,,,,,,,,--,--,-5.56756756756757,-6.17659003435615,,,,,,,,,,,
--,--,--,-0.0312592592592593,1.23193370079447,,,,,,,,--,--,,--,--,-3.7037037037037,-4.11496873384157,,,,,,,,--,--,-5.55555555555556,-6.17245310076235,,,,,,,,,,,
--,--,--,-0.0312392392392392,1.23197422937841,,,,,,,,--,--,,--,--,-3.6956956956957,-4.11219239934535,,,,,,,,--,--,-5.54354354354354,-6.16828859901802,,,,,,,,,,,
--,--,--,-0.0312192192192192,1.23201502785224,,,,,,,,--,--,,--,--,-3.68768768768769,-4.10939757654859,,,,,,,,--,--,-5.53153153153153,-6.16409636482289,,,,,,,,,,,
--,--,--,-0.0311991991991992,1.23205609782181,,,,,,,,--,--,,--,--,-3.67967967967968,-4.10658415544691,,,,,,,,--,--,-5.51951951951952,-6.15987623317036,,,,,,,,,,,
--,--,--,-0.0311791791791792,1.2320974408998,,,,,,,,--,--,,--,--,-3.67167167167167,-4.10375202556567,,,,,,,,--,--,-5.50750750750751,-6.1556280383485,,,,,,,,,,,
--,--,--,-0.0311591591591592,1.23213905870576,,,,,,,,--,--,,--,--,-3.66366366366366,-4.10090107596073,,,,,,,,--,--,-5.4954954954955,-6.15135161394109,,,,,,,,,,,
--,--,--,-0.0311391391391391,1.23218095286609,,,,,,,,--,--,,--,--,-3.65565565565566,-4.09803119521915,,,,,,,,--,--,-5.48348348348348,-6.14704679282872,,,,,,,,,,,
--,--,--,-0.0311191191191191,1.23222312501401,,,,,,,,--,--,,--,--,-3.64764764764765,-4.09514227146002,,,,,,,,--,--,-5.47147147147147,-6.14271340719003,,,,,,,,,,,
--,--,--,-0.0310990990990991,1.23226557678956,,,,,,,,--,--,,--,--,-3.63963963963964,-4.0922341923353,,,,,,,,--,--,-5.45945945945946,-6.13835128850295,,,,,,,,,,,
--,--,--,-0.0310790790790791,1.2323083098396,,,,,,,,--,--,,--,--,-3.63163163163163,-4.08930684503072,,,,,,,,--,--,-5.44744744744745,-6.13396026754608,,,,,,,,,,,
--,--,--,-0.0310590590590591,1.23235132581775,,,,,,,,--,--,,--,--,-3.62362362362362,-4.08636011626676,,,,,,,,--,--,-5.43543543543544,-6.12954017440014,,,,,,,,,,,
--,--,--,-0.031039039039039,1.23239462638445,,,,,,,,--,--,,--,--,-3.61561561561562,-4.08339389229964,,,,,,,,--,--,-5.42342342342342,-6.12509083844946,,,,,,,,,,,
--,--,--,-0.031019019019019,1.23243821320686,,,,,,,,--,--,,--,--,-3.60760760760761,-4.0804080589224,,,,,,,,--,--,-5.41141141141141,-6.1206120883836,,,,,,,,,,,
--,--,--,-0.030998998998999,1.23248208795891,,,,,,,,--,--,,--,--,-3.5995995995996,-4.07740250146602,,,,,,,,--,--,-5.3993993993994,-6.11610375219902,,,,,,,,,,,
--,--,--,-0.030978978978979,1.23252625232126,,,,,,,,--,--,,--,--,-3.59159159159159,-4.07437710480058,,,,,,,,--,--,-5.38738738738739,-6.11156565720087,,,,,,,,,,,
--,--,--,-0.030958958958959,1.23257070798126,,,,,,,,--,--,,--,--,-3.58358358358358,-4.07133175333656,,,,,,,,--,--,-5.37537537537538,-6.10699763000483,,,,,,,,,,,
--,--,--,-0.0309389389389389,1.23261545663297,,,,,,,,--,--,,--,--,-3.57557557557558,-4.06826633102604,,,,,,,,--,--,-5.36336336336336,-6.10239949653905,,,,,,,,,,,
--,--,--,-0.0309189189189189,1.23266049997712,,,,,,,,--,--,,--,--,-3.56756756756757,-4.06518072136413,,,,,,,,--,--,-5.35135135135135,-6.0977710820462,,,,,,,,,,,
--,--,--,-0.0308988988988989,1.23270583972107,,,,,,,,--,--,,--,--,-3.55955955955956,-4.06207480739038,,,,,,,,--,--,-5.33933933933934,-6.09311221108557,,,,,,,,,,,
--,--,--,-0.0308788788788789,1.23275147757883,,,,,,,,--,--,,--,--,-3.55155155155155,-4.05894847169019,,,,,,,,--,--,-5.32732732732733,-6.08842270753528,,,,,,,,,,,
--,--,--,-0.0308588588588589,1.232797415271,,,,,,,,--,--,,--,--,-3.54354354354354,-4.05580159639642,,,,,,,,--,--,-5.31531531531532,-6.08370239459462,,,,,,,,,,,
--,--,--,-0.0308388388388388,1.2328436545248,,,,,,,,--,--,,--,--,-3.53553553553554,-4.05263406319093,,,,,,,,--,--,-5.3033033033033,-6.07895109478639,,,,,,,,,,,
--,--,--,-0.0308188188188188,1.23289019707395,,,,,,,,--,--,,--,--,-3.52752752752753,-4.04944575330629,,,,,,,,--,--,-5.29129129129129,-6.07416862995944,,,,,,,,,,,
--,--,--,-0.0307987987987988,1.23293704465876,,,,,,,,--,--,,--,--,-3.51951951951952,-4.04623654752747,,,,,,,,--,--,-5.27927927927928,-6.06935482129121,,,,,,,,,,,
--,--,--,-0.0307787787787788,1.23298419902602,,,,,,,,--,--,,--,--,-3.51151151151151,-4.04300632619364,,,,,,,,--,--,-5.26726726726727,-6.06450948929045,,,,,,,,,,,
--,--,--,-0.0307587587587588,1.23303166192899,,,,,,,,--,--,,--,--,-3.5035035035035,-4.03975496920001,,,,,,,,--,--,-5.25525525525526,-6.05963245380001,,,,,,,,,,,
--,--,--,-0.0307387387387387,1.23307943512741,,,,,,,,--,--,,--,--,-3.4954954954955,-4.03648235599977,,,,,,,,--,--,-5.24324324324324,-6.05472353399966,,,,,,,,,,,
--,--,--,-0.0307187187187187,1.23312752038743,,,,,,,,--,--,,--,--,-3.48748748748749,-4.03318836560609,,,,,,,,--,--,-5.23123123123123,-6.04978254840913,,,,,,,,,,,
--,--,--,-0.0306986986986987,1.23317591948159,,,,,,,,--,--,,--,--,-3.47947947947948,-4.02987287659412,,,,,,,,--,--,-5.21921921921922,-6.04480931489117,,,,,,,,,,,
--,--,--,-0.0306786786786787,1.2332246341888,,,,,,,,--,--,,--,--,-3.47147147147147,-4.02653576710317,,,,,,,,--,--,-5.20720720720721,-6.03980365065475,,,,,,,,,,,
--,--,--,-0.0306586586586587,1.2332736662943,,,,,,,,--,--,,--,--,-3.46346346346346,-4.02317691483888,,,,,,,,--,--,-5.1951951951952,-6.03476537225832,,,,,,,,,,,
--,--,--,-0.0306386386386386,1.23332301758962,,,,,,,,--,--,,--,--,-3.45545545545546,-4.0197961970755,,,,,,,,--,--,-5.18318318318318,-6.02969429561325,,,,,,,,,,,
--,--,--,-0.0306186186186186,1.23337268987256,,,,,,,,--,--,,--,--,-3.44744744744745,-4.01639349065819,,,,,,,,--,--,-5.17117117117117,-6.02459023598728,,,,,,,,,,,
--,--,--,-0.0305985985985986,1.23342268494715,,,,,,,,--,--,,--,--,-3.43943943943944,-4.01296867200546,,,,,,,,--,--,-5.15915915915916,-6.01945300800818,,,,,,,,,,,
--,--,--,-0.0305785785785786,1.23347300462361,,,,,,,,--,--,,--,--,-3.43143143143143,-4.00952161711165,,,,,,,,--,--,-5.14714714714715,-6.01428242566747,,,,,,,,,,,
--,--,--,-0.0305585585585586,1.23352365071831,,,,,,,,--,--,,--,--,-3.42342342342342,-4.00605220154947,,,,,,,,--,--,-5.13513513513514,-6.0090783023242,,,,,,,,,,,
--,--,--,-0.0305385385385385,1.23357462505374,,,,,,,,--,--,,--,--,-3.41541541541542,-4.00256030047264,,,,,,,,--,--,-5.12312312312312,-6.00384045070896,,,,,,,,,,,
--,--,--,-0.0305185185185185,1.23362592945847,,,,,,,,--,--,,--,--,-3.40740740740741,-3.9990457886186,,,,,,,,--,--,-5.11111111111111,-5.9985686829279,,,,,,,,,,,
--,--,--,-0.0304984984984985,1.2336775657671,,,,,,,,--,--,,--,--,-3.3993993993994,-3.99550854031128,,,,,,,,--,--,-5.0990990990991,-5.99326281046692,,,,,,,,,,,
--,--,--,-0.0304784784784785,1.23372953582024,,,,,,,,--,--,,--,--,-3.39139139139139,-3.99194842946396,,,,,,,,--,--,-5.08708708708709,-5.98792264419594,,,,,,,,,,,
--,--,--,-0.0304584584584585,1.23378184146442,,,,,,,,--,--,,--,--,-3.38338338338338,-3.98836532958223,,,,,,,,--,--,-5.07507507507508,-5.98254799437334,,,,,,,,,,,
--,--,--,-0.0304384384384384,1.23383448455212,,,,,,,,--,--,,--,--,-3.37537537537538,-3.98475911376699,,,,,,,,--,--,-5.06306306306306,-5.97713867065048,,,,,,,,,,,
--,--,--,-0.0304184184184184,1.23388746694164,,,,,,,,--,--,,--,--,-3.36736736736737,-3.98112965471754,,,,,,,,--,--,-5.05105105105105,-5.97169448207631,,,,,,,,,,,
--,--,--,-0.0303983983983984,1.23394079049712,,,,,,,,--,--,,--,--,-3.35935935935936,-3.97747682473479,,,,,,,,--,--,-5.03903903903904,-5.96621523710219,,,,,,,,,,,
,,,-0.0303783783783784,1.23399445708848,,,,,,,,,,,,,-3.35135135135135,-3.9738004957245,,,,,,,,,,-5.02702702702703,-5.96070074358674,,,,,,,,,,,
,,,-0.0303583583583584,1.23404846859132,,,,,,,,,,,,,-3.34334334334334,-3.9701005392006,,,,,,,,,,-5.01501501501502,-5.95515080880091,,,,,,,,,,,
,,,-0.0303383383383383,1.23410282688694,,,,,,,,,,,,,-3.33533533533534,-3.9663768262887,,,,,,,,,,-5.003003003003,-5.94956523943305,,,,,,,,,,,
,,,-0.0303183183183183,1.23415753386226,,,,,,,,,,,,,-3.32732732732733,-3.96262922772951,,,,,,,,,,-4.99099099099099,-5.94394384159427,,,,,,,,,,,
,,,-0.0302982982982983,1.23421259140975,,,,,,,,,,,,,-3.31931931931932,-3.9588576138825,,,,,,,,,,-4.97897897897898,-5.93828642082375,,,,,,,,,,,
,,,-0.0302782782782783,1.23426800142739,,,,,,,,,,,,,-3.31131131131131,-3.95506185472955,,,,,,,,,,-4.96696696696697,-5.93259278209433,,,,,,,,,,,
,,,-0.0302582582582583,1.23432376581864,,,,,,,,,,,,,-3.3033033033033,-3.95124181987877,,,,,,,,,,-4.95495495495496,-5.92686272981815,,,,,,,,,,,
,,,-0.0302382382382382,1.23437988649233,,,,,,,,,,,,,-3.2952952952953,-3.94739737856831,,,,,,,,,,-4.94294294294294,-5.92109606785245,,,,,,,,,,,
,,,-0.0302182182182182,1.23443636536266,,,,,,,,,,,,,-3.28728728728729,-3.94352839967033,,,,,,,,,,-4.93093093093093,-5.91529259950549,,,,,,,,,,,
,,,-0.0301981981981982,1.2344932043491,,,,,,,,,,,,,-3.27927927927928,-3.93963475169508,,,,,,,,,,-4.91891891891892,-5.90945212754261,,,,,,,,,,,
,,,-0.0301781781781782,1.23455040537634,,,,,,,,,,,,,-3.27127127127127,-3.93571630279497,,,,,,,,,,-4.90690690690691,-5.90357445419245,,,,,,,,,,,
,,,-0.0301581581581582,1.23460797037423,,,,,,,,,,,,,-3.26326326326326,-3.93177292076885,,,,,,,,,,-4.89489489489489,-5.89765938115327,,,,,,,,,,,
,,,-0.0301381381381381,1.23466590127774,,,,,,,,,,,,,-3.25525525525526,-3.9278044730663,,,,,,,,,,-4.88288288288288,-5.89170670959944,,,,,,,,,,,
,,,-0.0301181181181181,1.23472420002684,,,,,,,,,,,,,-3.24724724724725,-3.92381082679205,,,,,,,,,,-4.87087087087087,-5.88571624018807,,,,,,,,,,,
,,,-0.0300980980980981,1.23478286856651,,,,,,,,,,,,,-3.23923923923924,-3.91979184871049,,,,,,,,,,-4.85885885885886,-5.87968777306573,,,,,,,,,,,
,,,-0.0300780780780781,1.23484190884658,,,,,,,,,,,,,-3.23123123123123,-3.91574740525029,,,,,,,,,,-4.84684684684685,-5.87362110787543,,,,,,,,,,,
,,,-0.0300580580580581,1.23490132282176,,,,,,,,,,,,,-3.22322322322322,-3.91167736250906,,,,,,,,,,-4.83483483483483,-5.86751604376359,,,,,,,,,,,
,,,-0.030038038038038,1.2349611124515,,,,,,,,,,,,,-3.21521521521522,-3.90758158625821,,,,,,,,,,-4.82282282282282,-5.86137237938731,,,,,,,,,,,
,,,-0.030018018018018,1.23502127969994,,,,,,,,,,,,,-3.20720720720721,-3.90345994194778,,,,,,,,,,-4.81081081081081,-5.85518991292167,,,,,,,,,,,
,,,-0.03,1.23507575471461,,,,,,,,,,,,,-3.2,-3.89972823341695,,,,,,,,,,-4.8,-5.84959235012542,,,,,,,,,,,
,,,-0.029997997997998,1.23508182653584,,,,,,,,,,,,,-3.1991991991992,-3.89931229471151,,,,,,,,,,-4.7987987987988,-5.84896844206727,,,,,,,,,,,
,,,-0.029977977977978,1.2351427549325,,,,,,,,,,,,,-3.19119119119119,-3.89513850937189,,,,,,,,,,-4.78678678678679,-5.84270776405783,,,,,,,,,,,
,,,-0.029957957957958,1.23520406686771,,,,,,,,,,,,,-3.18318318318318,-3.89093845044535,,,,,,,,,,-4.77477477477477,-5.83640767566803,,,,,,,,,,,
,,,-0.0299379379379379,1.23526576432361,,,,,,,,,,,,,-3.17517517517518,-3.88671198214763,,,,,,,,,,-4.76276276276276,-5.83006797322144,,,,,,,,,,,
,,,-0.0299179179179179,1.23532784928668,,,,,,,,,,,,,-3.16716716716717,-3.88245896839912,,,,,,,,,,-4.75075075075075,-5.82368845259867,,,,,,,,,,,
,,,-0.0298978978978979,1.23539032374763,,,,,,,,,,,,,-3.15915915915916,-3.87817927283039,,,,,,,,,,-4.73873873873874,-5.81726890924558,,,,,,,,,,,
,,,-0.0298778778778779,1.23545318970131,,,,,,,,,,,,,-3.15115115115115,-3.87387275878784,,,,,,,,,,-4.72672672672673,-5.81080913818175,,,,,,,,,,,
,,,-0.0298578578578579,1.23551644914664,,,,,,,,,,,,,-3.14314314314314,-3.86953928933937,,,,,,,,,,-4.71471471471471,-5.80430893400906,,,,,,,,,,,
,,,-0.0298378378378378,1.2355801040865,,,,,,,,,,,,,-3.13513513513514,-3.86517872728026,,,,,,,,,,-4.7027027027027,-5.79776809092039,,,,,,,,,,,
,,,-0.0298178178178178,1.23564415652771,,,,,,,,,,,,,-3.12712712712713,-3.86079093513906,,,,,,,,,,-4.69069069069069,-5.79118640270859,,,,,,,,,,,
,,,-0.0297977977977978,1.23570860848084,,,,,,,,,,,,,-3.11911911911912,-3.85637577518369,,,,,,,,,,-4.67867867867868,-5.78456366277554,,,,,,,,,,,
,,,-0.0297777777777778,1.23577346196022,,,,,,,,,,,,,-3.11111111111111,-3.85193310942756,,,,,,,,,,-4.66666666666667,-5.77789966414134,,,,,,,,,,,
,,,-0.0297577577577578,1.23583871898377,,,,,,,,,,,,,-3.1031031031031,-3.84746279963583,,,,,,,,,,-4.65465465465465,-5.77119419945375,,,,,,,,,,,
,,,-0.0297377377377377,1.23590438157296,,,,,,,,,,,,,-3.0950950950951,-3.84296470733185,,,,,,,,,,-4.64264264264264,-5.76444706099778,,,,,,,,,,,
,,,-0.0297177177177177,1.23597045175269,,,,,,,,,,,,,-3.08708708708709,-3.83843869380358,,,,,,,,,,-4.63063063063063,-5.75765804070537,,,,,,,,,,,
,,,-0.0296976976976977,1.23603693155121,,,,,,,,,,,,,-3.07907907907908,-3.83388462011025,,,,,,,,,,-4.61861861861862,-5.75082693016537,,,,,,,,,,,
,,,-0.0296776776776777,1.23610382299999,,,,,,,,,,,,,-3.07107107107107,-3.82930234708904,,,,,,,,,,-4.60660660660661,-5.74395352063356,,,,,,,,,,,
,,,-0.0296576576576577,1.23617112813365,,,,,,,,,,,,,-3.06306306306306,-3.82469173536195,,,,,,,,,,-4.59459459459459,-5.73703760304293,,,,,,,,,,,
,,,-0.0296376376376376,1.23623884898987,,,,,,,,,,,,,-3.05505505505506,-3.82005264534275,,,,,,,,,,-4.58258258258258,-5.73007896801413,,,,,,,,,,,
,,,-0.0296176176176176,1.23630698760923,,,,,,,,,,,,,-3.04704704704705,-3.81538493724403,,,,,,,,,,-4.57057057057057,-5.72307740586605,,,,,,,,,,,
,,,-0.0295975975975976,1.23637554603517,,,,,,,,,,,,,-3.03903903903904,-3.81068847108439,,,,,,,,,,-4.55855855855856,-5.71603270662659,,,,,,,,,,,
,,,-0.0295775775775776,1.23644452631384,,,,,,,,,,,,,-3.03103103103103,-3.80596310669577,,,,,,,,,,-4.54654654654655,-5.70894466004365,,,,,,,,,,,
,,,-0.0295575575575576,1.23651393049403,,,,,,,,,,,,,-3.02302302302302,-3.80120870373084,,,,,,,,,,-4.53453453453453,-5.70181305559626,,,,,,,,,,,
,,,-0.0295375375375375,1.23658376062699,,,,,,,,,,,,,-3.01501501501502,-3.7964251216706,,,,,,,,,,-4.52252252252252,-5.69463768250589,,,,,,,,,,,
,,,-0.0295175175175175,1.23665401876642,,,,,,,,,,,,,-3.00700700700701,-3.79161221983198,,,,,,,,,,-4.51051051051051,-5.68741832974797,,,,,,,,,,,
,,,-0.0294974974974975,1.23672470696826,,,,,,,,,,,,,-2.998998998999,-3.78676985737571,,,,,,,,,,-4.4984984984985,-5.68015478606356,,,,,,,,,,,
,,,-0.0294774774774775,1.23679582729064,,,,,,,,,,,,,-2.99099099099099,-3.78189789331414,,,,,,,,,,-4.48648648648649,-5.67284683997121,,,,,,,,,,,
,,,-0.0294574574574575,1.23686738179371,,,,,,,,,,,,,-2.98298298298298,-3.77699618651938,,,,,,,,,,-4.47447447447447,-5.66549427977907,,,,,,,,,,,
,,,-0.0294374374374374,1.23693937253959,,,,,,,,,,,,,-2.97497497497498,-3.77206459573138,,,,,,,,,,-4.46246246246246,-5.65809689359707,,,,,,,,,,,
,,,-0.0294174174174174,1.23701180159216,,,,,,,,,,,,,-2.96696696696697,-3.76710297956625,,,,,,,,,,-4.45045045045045,-5.65065446934937,,,,,,,,,,,
,,,-0.0293973973973974,1.23708467101703,,,,,,,,,,,,,-2.95895895895896,-3.76211119652469,,,,,,,,,,-4.43843843843844,-5.64316679478703,,,,,,,,,,,
,,,-0.0293773773773774,1.23715798288134,,,,,,,,,,,,,-2.95095095095095,-3.75708910500049,,,,,,,,,,-4.42642642642643,-5.63563365750073,,,,,,,,,,,
,,,-0.0293573573573574,1.23723173925367,,,,,,,,,,,,,-2.94294294294294,-3.75203656328925,,,,,,,,,,-4.41441441441441,-5.62805484493387,,,,,,,,,,,
