raw_x,raw_y,sig_x,sig_y,,Value,Standard Error,t_Value,Prob_t,Dependency,0~1,"Normalize to [0, 1] of A","Normalize to [0, 1] of B",-4~4,adj4_x,adj4_y,sig4_x,sig4_y,,Value,Standard Error,t_Value,Prob_t,Dependency,-6~6,adj6_x,adj6_y,sig6_x,sig6_y,,Value,Standard Error,t_Value,Prob_t,Dependency,,,,,,,,,,,,,,,,,,
-0.032,1.375305,-0.0335795795795796,1.37039915646924,,,,,,,,0.0666666666666667,0,,-3.46666666666667,-4,-3.88788788788789,-4.14880735053989,,,,,,,,-5.2,-6,-5.83183183183183,-6.22321102580983,,,,,,,,,,,,,,,,,,,,,,,,
-0.03,1.378658,-0.0335495495495496,1.37046648631334,,,,,,,,0.133333333333333,0.0127131818216285,,-2.93333333333333,-3.89829454542697,-3.87987987987988,-4.14676505635534,,,,,,,,-4.4,-5.84744181814046,-5.81981981981982,-6.220147584533,,,,,,,,,,,,,,,,,,,,,,,,
-0.028,1.434256,-0.0335195195195195,1.37053501108173,,,,,,,,0.2,0.223517680157123,,-2.4,-2.21185855874301,-3.87187187187187,-4.14468651692256,,,,,,,,-3.6,-3.31778783811452,-5.80780780780781,-6.21702977538383,,,,,,,,,,,,,,,,,,,,,,,,
,,-0.0334894894894895,1.37060475133502,,,,,,,,,,,,,-3.86386386386386,-4.1425711085829,,,,,,,,,,-5.7957957957958,-6.21385666287435,,,,,,,,,,,,,,,,,,,,,,,,
,,-0.0334594594594595,1.37067572796415,,,,,,,,,,,,,-3.85585585585586,-4.14041819765829,,,,,,,,,,-5.78378378378378,-6.21062729648743,,,,,,,,,,,,,,,,,,,,,,,,
,,-0.0334294294294294,1.37074796219484,,,,,,,,,,,,,-3.84784784784785,-4.13822714031628,,,,,,,,,,-5.77177177177177,-6.20734071047442,,,,,,,,,,,,,,,,,,,,,,,,
,,-0.0333993993993994,1.37082147559203,,,,,,,,,,,,,-3.83983983983984,-4.13599728243432,,,,,,,,,,-5.75975975975976,-6.20399592365149,,,,,,,,,,,,,,,,,,,,,,,,
,,-0.0333693693693694,1.3708962900644,,,,,,,,,,,,,-3.83183183183183,-4.13372795946327,,,,,,,,,,-5.74774774774775,-6.2005919391949,,,,,,,,,,,,,,,,,,,,,,,,
,,-0.0333393393393393,1.37097242786893,,,,,,,,,,,,,-3.82382382382382,-4.13141849629005,,,,,,,,,,-5.73573573573574,-6.19712774443506,,,,,,,,,,,,,,,,,,,,,,,,
,,-0.0333093093093093,1.37104991161539,,,,,,,,,,,,,-3.81581581581582,-4.12906820709971,,,,,,,,,,-5.72372372372372,-6.19360231064956,,,,,,,,,,,,,,,,,,,,,,,,
,,-0.0332792792792793,1.37112876427093,,,,,,,,,,,,,-3.80780780780781,-4.12667639523679,,,,,,,,,,-5.71171171171171,-6.19001459285518,,,,,,,,,,,,,,,,,,,,,,,,
,,-0.0332492492492493,1.37120900916471,,,,,,,,,,,,,-3.7997997997998,-4.12424235306603,,,,,,,,,,-5.6996996996997,-6.18636352959904,,,,,,,,,,,,,,,,,,,,,,,,
,,-0.0332192192192192,1.37129066999245,,,,,,,,,,,,,-3.79179179179179,-4.12176536183254,,,,,,,,,,-5.68768768768769,-6.18264804274881,,,,,,,,,,,,,,,,,,,,,,,,
,,-0.0331891891891892,1.37137377082109,,,,,,,,,,,,,-3.78378378378378,-4.11924469152153,,,,,,,,,,-5.67567567567568,-6.17886703728229,,,,,,,,,,,,,,,,,,,,,,,,
,,-0.0331591591591592,1.37145833609345,,,,,,,,,,,,,-3.77577577577578,-4.11667960071744,,,,,,,,,,-5.66366366366366,-6.17501940107615,,,,,,,,,,,,,,,,,,,,,,,,
,,-0.0331291291291291,1.37154439063283,,,,,,,,,,,,,-3.76776776776777,-4.11406933646279,,,,,,,,,,-5.65165165165165,-6.17110400469418,,,,,,,,,,,,,,,,,,,,,,,,
,,-0.0330990990990991,1.37163195964773,,,,,,,,,,,,,-3.75975975975976,-4.11141313411667,,,,,,,,,,-5.63963963963964,-6.167119701175,,,,,,,,,,,,,,,,,,,,,,,,
,,-0.0330690690690691,1.37172106873648,,,,,,,,,,,,,-3.75175175175175,-4.10871021721293,,,,,,,,,,-5.62762762762763,-6.16306532581939,,,,,,,,,,,,,,,,,,,,,,,,
,,-0.033039039039039,1.37181174389196,,,,,,,,,,,,,-3.74374374374374,-4.10595979731817,,,,,,,,,,-5.61561561561562,-6.15893969597726,,,,,,,,,,,,,,,,,,,,,,,,
,,-0.033009009009009,1.37190401150627,,,,,,,,,,,,,-3.73573573573574,-4.10316107388964,,,,,,,,,,-5.6036036036036,-6.15474161083446,,,,,,,,,,,,,,,,,,,,,,,,
,,-0.032978978978979,1.37199789837541,,,,,,,,,,,,,-3.72772772772773,-4.10031323413302,,,,,,,,,,-5.59159159159159,-6.15046985119953,,,,,,,,,,,,,,,,,,,,,,,,
,,-0.032948948948949,1.37209343170397,,,,,,,,,,,,,-3.71971971971972,-4.09741545286026,,,,,,,,,,-5.57957957957958,-6.14612317929038,,,,,,,,,,,,,,,,,,,,,,,,
,,-0.0329189189189189,1.37219063910981,,,,,,,,,,,,,-3.71171171171171,-4.09446689234752,,,,,,,,,,-5.56756756756757,-6.14170033852127,,,,,,,,,,,,,,,,,,,,,,,,
,,-0.0328888888888889,1.37228954862877,,,,,,,,,,,,,-3.7037037037037,-4.09146670219326,,,,,,,,,,-5.55555555555556,-6.13720005328989,,,,,,,,,,,,,,,,,,,,,,,,
,,-0.0328588588588589,1.37239018871929,,,,,,,,,,,,,-3.6956956956957,-4.08841401917668,,,,,,,,,,-5.54354354354354,-6.13262102876502,,,,,,,,,,,,,,,,,,,,,,,,
,,-0.0328288288288288,1.3724925882671,,,,,,,,,,,,,-3.68768768768769,-4.0853079671164,,,,,,,,,,-5.53153153153153,-6.12796195067459,,,,,,,,,,,,,,,,,,,,,,,,
,,-0.0327987987987988,1.37259677658985,,,,,,,,,,,,,-3.67967967967968,-4.08214765672974,,,,,,,,,,-5.51951951951952,-6.12322148509461,,,,,,,,,,,,,,,,,,,,,,,,
,,-0.0327687687687688,1.37270278344173,,,,,,,,,,,,,-3.67167167167167,-4.07893218549248,,,,,,,,,,-5.50750750750751,-6.11839827823872,,,,,,,,,,,,,,,,,,,,,,,,
,,-0.0327387387387387,1.37281063901808,,,,,,,,,,,,,-3.66366366366366,-4.07566063749931,,,,,,,,,,-5.4954954954955,-6.11349095624896,,,,,,,,,,,,,,,,,,,,,,,,
,,-0.0327087087087087,1.37292037395996,,,,,,,,,,,,,-3.65565565565566,-4.07233208332505,,,,,,,,,,-5.48348348348348,-6.10849812498758,,,,,,,,,,,,,,,,,,,,,,,,
,,-0.0326786786786787,1.37303201935869,,,,,,,,,,,,,-3.64764764764765,-4.06894557988681,,,,,,,,,,-5.47147147147147,-6.10341836983022,,,,,,,,,,,,,,,,,,,,,,,,
,,-0.0326486486486487,1.37314560676036,,,,,,,,,,,,,-3.63963963963964,-4.06550017030707,,,,,,,,,,-5.45945945945946,-6.0982502554606,,,,,,,,,,,,,,,,,,,,,,,,
,,-0.0326186186186186,1.37326116817033,,,,,,,,,,,,,-3.63163163163163,-4.06199488377796,,,,,,,,,,-5.44744744744745,-6.09299232566694,,,,,,,,,,,,,,,,,,,,,,,,
,,-0.0325885885885886,1.37337873605763,,,,,,,,,,,,,-3.62362362362362,-4.05842873542683,,,,,,,,,,-5.43543543543544,-6.08764310314025,,,,,,,,,,,,,,,,,,,,,,,,
,,-0.0325585585585586,1.37349834335938,,,,,,,,,,,,,-3.61561561561562,-4.0548007261831,,,,,,,,,,-5.42342342342342,-6.08220108927465,,,,,,,,,,,,,,,,,,,,,,,,
,,-0.0325285285285285,1.37362002348508,,,,,,,,,,,,,-3.60760760760761,-4.05110984264677,,,,,,,,,,-5.41141141141141,-6.07666476397014,,,,,,,,,,,,,,,,,,,,,,,,
,,-0.0324984984984985,1.37374381032096,,,,,,,,,,,,,-3.5995995995996,-4.04735505695849,,,,,,,,,,-5.3993993993994,-6.07103258543773,,,,,,,,,,,,,,,,,,,,,,,,
,,-0.0324684684684685,1.37386973823412,,,,,,,,,,,,,-3.59159159159159,-4.04353532667159,,,,,,,,,,-5.38738738738739,-6.06530299000738,,,,,,,,,,,,,,,,,,,,,,,,
,,-0.0324384384384384,1.37399784207677,,,,,,,,,,,,,-3.58358358358358,-4.03964959462592,,,,,,,,,,-5.37537537537538,-6.05947439193888,,,,,,,,,,,,,,,,,,,,,,,,
,,-0.0324084084084084,1.37412815719025,,,,,,,,,,,,,-3.57557557557558,-4.03569678882399,,,,,,,,,,-5.36336336336336,-6.05354518323598,,,,,,,,,,,,,,,,,,,,,,,,
,,-0.0323783783783784,1.37426071940906,,,,,,,,,,,,,-3.56756756756757,-4.03167582230928,,,,,,,,,,-5.35135135135135,-6.04751373346392,,,,,,,,,,,,,,,,,,,,,,,,
,,-0.0323483483483483,1.37439556506482,,,,,,,,,,,,,-3.55955955955956,-4.02758559304713,,,,,,,,,,-5.33933933933934,-6.0413783895707,,,,,,,,,,,,,,,,,,,,,,,,
,,-0.0323183183183183,1.37453273099006,,,,,,,,,,,,,-3.55155155155155,-4.02342498380819,,,,,,,,,,-5.32732732732733,-6.03513747571228,,,,,,,,,,,,,,,,,,,,,,,,
,,-0.0322882882882883,1.37467225452199,,,,,,,,,,,,,-3.54354354354354,-4.01919286205476,,,,,,,,,,-5.31531531531532,-6.02878929308214,,,,,,,,,,,,,,,,,,,,,,,,
,,-0.0322582582582583,1.37481417350618,,,,,,,,,,,,,-3.53553553553554,-4.01488807983015,,,,,,,,,,-5.3033033033033,-6.02233211974522,,,,,,,,,,,,,,,,,,,,,,,,
,,-0.0322282282282282,1.37495852630003,,,,,,,,,,,,,-3.52752752752753,-4.01050947365123,,,,,,,,,,-5.29129129129129,-6.01576421047684,,,,,,,,,,,,,,,,,,,,,,,,
,,-0.0321981981981982,1.37510535177628,,,,,,,,,,,,,-3.51951951951952,-4.0060558644044,,,,,,,,,,-5.27927927927928,-6.00908379660659,,,,,,,,,,,,,,,,,,,,,,,,
,,-0.0321681681681682,1.37525468932625,,,,,,,,,,,,,-3.51151151151151,-4.00152605724524,,,,,,,,,,-5.26726726726727,-6.00228908586786,,,,,,,,,,,,,,,,,,,,,,,,
,,-0.0321381381381381,1.37540657886307,,,,,,,,,,,,,-3.5035035035035,-3.99691884150195,,,,,,,,,,-5.25525525525526,-5.99537826225292,,,,,,,,,,,,,,,,,,,,,,,,
,,-0.0321081081081081,1.37556106082471,,,,,,,,,,,,,-3.4954954954955,-3.99223299058284,,,,,,,,,,-5.24324324324324,-5.98834948587426,,,,,,,,,,,,,,,,,,,,,,,,
,,-0.0320780780780781,1.37571817617688,,,,,,,,,,,,,-3.48748748748749,-3.98746726188822,,,,,,,,,,-5.23123123123123,-5.98120089283232,,,,,,,,,,,,,,,,,,,,,,,,
,,-0.032048048048048,1.37587796641581,,,,,,,,,,,,,-3.47947947947948,-3.98262039672666,,,,,,,,,,-5.21921921921922,-5.97393059508998,,,,,,,,,,,,,,,,,,,,,,,,
,,-0.032018018018018,1.37604047357083,,,,,,,,,,,,,-3.47147147147147,-3.97769112023618,,,,,,,,,,-5.20720720720721,-5.96653668035427,,,,,,,,,,,,,,,,,,,,,,,,
,,-0.032,1.37613929966821,,,,,,,,,,,,,-3.46666666666667,-3.9746934604816,,,,,,,,,,-5.2,-5.9620401907224,,,,,,,,,,,,,,,,,,,,,,,,
,,-0.031987987987988,1.37620574020682,,,,,,,,,,,,,-3.46346346346346,-3.97267814131037,,,,,,,,,,-5.1951951951952,-5.95901721196555,,,,,,,,,,,,,,,,,,,,,,,,
,,-0.031957957957958,1.37637380942644,,,,,,,,,,,,,-3.45545545545546,-3.9675801525298,,,,,,,,,,-5.18318318318318,-5.9513702287947,,,,,,,,,,,,,,,,,,,,,,,,
,,-0.0319279279279279,1.37654472487225,,,,,,,,,,,,,-3.44744744744745,-3.96239583009904,,,,,,,,,,-5.17117117117117,-5.94359374514855,,,,,,,,,,,,,,,,,,,,,,,,
,,-0.0318978978978979,1.37671853072859,,,,,,,,,,,,,-3.43943943943944,-3.95712383378938,,,,,,,,,,-5.15915915915916,-5.93568575068406,,,,,,,,,,,,,,,,,,,,,,,,
,,-0.0318678678678679,1.37689527172323,,,,,,,,,,,,,-3.43143143143143,-3.95176280688778,,,,,,,,,,-5.14714714714715,-5.92764421033167,,,,,,,,,,,,,,,,,,,,,,,,
,,-0.0318378378378378,1.37707499312886,,,,,,,,,,,,,-3.42342342342342,-3.94631137615213,,,,,,,,,,-5.13513513513514,-5.91946706422819,,,,,,,,,,,,,,,,,,,,,,,,
,,-0.0318078078078078,1.37725774076438,,,,,,,,,,,,,-3.41541541541542,-3.94076815177319,,,,,,,,,,-5.12312312312312,-5.91115222765978,,,,,,,,,,,,,,,,,,,,,,,,
,,-0.0317777777777778,1.37744356099587,,,,,,,,,,,,,-3.40740740740741,-3.93513172734355,,,,,,,,,,-5.11111111111111,-5.90269759101532,,,,,,,,,,,,,,,,,,,,,,,,
,,-0.0317477477477478,1.37763250073741,,,,,,,,,,,,,-3.3993993993994,-3.92940067983386,,,,,,,,,,-5.0990990990991,-5.89410101975078,,,,,,,,,,,,,,,,,,,,,,,,
,,-0.0317177177177177,1.37782460745159,,,,,,,,,,,,,-3.39139139139139,-3.92357356957667,,,,,,,,,,-5.08708708708709,-5.885360354365,,,,,,,,,,,,,,,,,,,,,,,,
,,-0.0316876876876877,1.3780199291498,,,,,,,,,,,,,-3.38338338338338,-3.91764894025826,,,,,,,,,,-5.07507507507508,-5.87647341038738,,,,,,,,,,,,,,,,,,,,,,,,
,,-0.0316576576576577,1.37821851439222,,,,,,,,,,,,,-3.37537537537538,-3.91162531891866,,,,,,,,,,-5.06306306306306,-5.86743797837798,,,,,,,,,,,,,,,,,,,,,,,,
,,-0.0316276276276276,1.37842041228752,,,,,,,,,,,,,-3.36736736736737,-3.90550121596037,,,,,,,,,,-5.05105105105105,-5.85825182394055,,,,,,,,,,,,,,,,,,,,,,,,
,,-0.0315975975975976,1.37862567249231,,,,,,,,,,,,,-3.35935935935936,-3.899275125166,,,,,,,,,,-5.03903903903904,-5.848912687749,,,,,,,,,,,,,,,,,,,,,,,,
,,-0.0315675675675676,1.37883434521021,,,,,,,,,,,,,-3.35135135135135,-3.89294552372525,,,,,,,,,,-5.02702702702703,-5.83941828558788,,,,,,,,,,,,,,,,,,,,,,,,
,,-0.0315375375375375,1.37904648119067,,,,,,,,,,,,,-3.34334334334334,-3.8865108722716,,,,,,,,,,-5.01501501501502,-5.8297663084074,,,,,,,,,,,,,,,,,,,,,,,,
,,-0.0315075075075075,1.37926213172742,,,,,,,,,,,,,-3.33533533533534,-3.87996961492903,,,,,,,,,,-5.003003003003,-5.81995442239354,,,,,,,,,,,,,,,,,,,,,,,,
,,-0.0314774774774775,1.3794813486566,,,,,,,,,,,,,-3.32732732732733,-3.87332017936921,,,,,,,,,,-4.99099099099099,-5.80998026905382,,,,,,,,,,,,,,,,,,,,,,,,
,,-0.0314474474474475,1.37970418435448,,,,,,,,,,,,,-3.31931931931932,-3.86656097687956,,,,,,,,,,-4.97897897897898,-5.79984146531934,,,,,,,,,,,,,,,,,,,,,,,,
,,-0.0314174174174174,1.37993069173488,,,,,,,,,,,,,-3.31131131131131,-3.85969040244247,,,,,,,,,,-4.96696696696697,-5.7895356036637,,,,,,,,,,,,,,,,,,,,,,,,
,,-0.0313873873873874,1.38016092424616,,,,,,,,,,,,,-3.3033033033033,-3.85270683482624,,,,,,,,,,-4.95495495495496,-5.77906025223936,,,,,,,,,,,,,,,,,,,,,,,,
,,-0.0313573573573574,1.38039493586783,,,,,,,,,,,,,-3.2952952952953,-3.84560863668803,,,,,,,,,,-4.94294294294294,-5.76841295503204,,,,,,,,,,,,,,,,,,,,,,,,
,,-0.0313273273273273,1.38063278110674,,,,,,,,,,,,,-3.28728728728729,-3.83839415468928,,,,,,,,,,-4.93093093093093,-5.75759123203391,,,,,,,,,,,,,,,,,,,,,,,,
,,-0.0312972972972973,1.38087451499286,,,,,,,,,,,,,-3.27927927927928,-3.83106171962405,,,,,,,,,,-4.91891891891892,-5.74659257943607,,,,,,,,,,,,,,,,,,,,,,,,
,,-0.0312672672672673,1.3811201930746,,,,,,,,,,,,,-3.27127127127127,-3.82360964656069,,,,,,,,,,-4.90690690690691,-5.73541446984103,,,,,,,,,,,,,,,,,,,,,,,,
,,-0.0312372372372372,1.38136987141367,,,,,,,,,,,,,-3.26326326326326,-3.81603623499727,,,,,,,,,,-4.89489489489489,-5.7240543524959,,,,,,,,,,,,,,,,,,,,,,,,
,,-0.0312072072072072,1.38162360657952,,,,,,,,,,,,,-3.25525525525526,-3.80833976903124,,,,,,,,,,-4.88288288288288,-5.71250965354685,,,,,,,,,,,,,,,,,,,,,,,,
,,-0.0311771771771772,1.38188145564325,,,,,,,,,,,,,-3.24724724724725,-3.80051851754376,,,,,,,,,,-4.87087087087087,-5.70077777631564,,,,,,,,,,,,,,,,,,,,,,,,
,,-0.0311471471471471,1.38214347617101,,,,,,,,,,,,,-3.23923923923924,-3.79257073439919,,,,,,,,,,-4.85885885885886,-5.68885610159878,,,,,,,,,,,,,,,,,,,,,,,,
,,-0.0311171171171171,1.38240972621696,,,,,,,,,,,,,-3.23123123123123,-3.7844946586601,,,,,,,,,,-4.84684684684685,-5.67674198799015,,,,,,,,,,,,,,,,,,,,,,,,
,,-0.0310870870870871,1.38268026431559,,,,,,,,,,,,,-3.22322322322322,-3.77628851481848,,,,,,,,,,-4.83483483483483,-5.66443277222771,,,,,,,,,,,,,,,,,,,,,,,,
,,-0.0310570570570571,1.38295514947362,,,,,,,,,,,,,-3.21521521521522,-3.76795051304335,,,,,,,,,,-4.82282282282282,-5.65192576956502,,,,,,,,,,,,,,,,,,,,,,,,
,,-0.031027027027027,1.38323444116119,,,,,,,,,,,,,-3.20720720720721,-3.75947884944551,,,,,,,,,,-4.81081081081081,-5.63921827416826,,,,,,,,,,,,,,,,,,,,,,,,
,,-0.030996996996997,1.38351819930266,,,,,,,,,,,,,-3.1991991991992,-3.75087170635972,,,,,,,,,,-4.7987987987988,-5.62630755953957,,,,,,,,,,,,,,,,,,,,,,,,
,,-0.030966966966967,1.38380648426662,,,,,,,,,,,,,-3.19119119119119,-3.74212725264493,,,,,,,,,,-4.78678678678679,-5.61319087896739,,,,,,,,,,,,,,,,,,,,,,,,
,,-0.0309369369369369,1.38409935685542,,,,,,,,,,,,,-3.18318318318318,-3.73324364400298,,,,,,,,,,-4.77477477477477,-5.59986546600448,,,,,,,,,,,,,,,,,,,,,,,,
,,-0.0309069069069069,1.38439687829406,,,,,,,,,,,,,-3.17517517517518,-3.72421902331628,,,,,,,,,,-4.76276276276276,-5.58632853497441,,,,,,,,,,,,,,,,,,,,,,,,
,,-0.0308768768768769,1.38469911021839,,,,,,,,,,,,,-3.16716716716717,-3.71505152100493,,,,,,,,,,-4.75075075075075,-5.57257728150739,,,,,,,,,,,,,,,,,,,,,,,,
,,-0.0308468468468469,1.38500611466266,,,,,,,,,,,,,-3.15915915915916,-3.70573925540393,,,,,,,,,,-4.73873873873874,-5.55860888310589,,,,,,,,,,,,,,,,,,,,,,,,
,,-0.0308168168168168,1.38531795404644,,,,,,,,,,,,,-3.15115115115115,-3.69628033316075,,,,,,,,,,-4.72672672672673,-5.54442049974112,,,,,,,,,,,,,,,,,,,,,,,,
,,-0.0307867867867868,1.38563469116082,,,,,,,,,,,,,-3.14314314314314,-3.68667284965393,,,,,,,,,,-4.71471471471471,-5.53000927448089,,,,,,,,,,,,,,,,,,,,,,,,
,,-0.0307567567567568,1.38595638915389,,,,,,,,,,,,,-3.13513513513514,-3.67691488943316,,,,,,,,,,-4.7027027027027,-5.51537233414974,,,,,,,,,,,,,,,,,,,,,,,,
,,-0.0307267267267267,1.3862831115155,,,,,,,,,,,,,-3.12712712712713,-3.66700452668132,,,,,,,,,,-4.69069069069069,-5.50050679002197,,,,,,,,,,,,,,,,,,,,,,,,
,,-0.0306966966966967,1.38661492206131,,,,,,,,,,,,,-3.11911911911912,-3.65693982569897,,,,,,,,,,-4.67867867867868,-5.48540973854845,,,,,,,,,,,,,,,,,,,,,,,,
,,-0.0306666666666667,1.38695188491604,,,,,,,,,,,,,-3.11111111111111,-3.64671884141188,,,,,,,,,,-4.66666666666667,-5.47007826211783,,,,,,,,,,,,,,,,,,,,,,,,
,,-0.0306366366366366,1.38729406449598,,,,,,,,,,,,,-3.1031031031031,-3.63633961990193,,,,,,,,,,-4.65465465465465,-5.4545094298529,,,,,,,,,,,,,,,,,,,,,,,,
,,-0.0306066066066066,1.38764152549067,,,,,,,,,,,,,-3.0950950950951,-3.62580019896198,,,,,,,,,,-4.64264264264264,-5.43870029844297,,,,,,,,,,,,,,,,,,,,,,,,
,,-0.0305765765765766,1.38799433284385,,,,,,,,,,,,,-3.08708708708709,-3.61509860867519,,,,,,,,,,-4.63063063063063,-5.42264791301278,,,,,,,,,,,,,,,,,,,,,,,,
,,-0.0305465465465465,1.38835255173349,,,,,,,,,,,,,-3.07907907907908,-3.60423287201919,,,,,,,,,,-4.61861861861862,-5.40634930802879,,,,,,,,,,,,,,,,,,,,,,,,
,,-0.0305165165165165,1.38871624755107,,,,,,,,,,,,,-3.07107107107107,-3.59320100549566,,,,,,,,,,-4.60660660660661,-5.38980150824349,,,,,,,,,,,,,,,,,,,,,,,,
,,-0.0304864864864865,1.38908548587996,,,,,,,,,,,,,-3.06306306306306,-3.58200101978568,,,,,,,,,,-4.59459459459459,-5.37300152967853,,,,,,,,,,,,,,,,,,,,,,,,
,,-0.0304564564564565,1.38946033247295,,,,,,,,,,,,,-3.05505505505506,-3.57063092043139,,,,,,,,,,-4.58258258258258,-5.35594638064709,,,,,,,,,,,,,,,,,,,,,,,,
,,-0.0304264264264264,1.38984085322889,,,,,,,,,,,,,-3.04704704704705,-3.55908870854433,,,,,,,,,,-4.57057057057057,-5.33863306281649,,,,,,,,,,,,,,,,,,,,,,,,
,,-0.0303963963963964,1.39022711416845,,,,,,,,,,,,,-3.03903903903904,-3.54737238154092,,,,,,,,,,-4.55855855855856,-5.32105857231138,,,,,,,,,,,,,,,,,,,,,,,,
